É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 01:54:00

,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`
1995/8/16 17:00:00,22.7,8,1,0.0,0,8,1,0,1,8,1,0.8,8,ìåñkìå,8,1,0.25,8,1,92,8,1,25.3,8,1
1995/8/16 18:00:00,23.4,8,1,0,1,8,1,0,1,8,1,1.4,8,ìÏêº,8,1,0.35,8,1,89,8,1,25.5,8,1
1995/8/16 19:00:00,22.9,8,1,0,1,8,1,0,1,8,1,0.9,8,ñkñkêº,8,1,0.04,8,1,92,8,1,25.6,8,1
1995/8/16 20:00:00,22.7,8,1,0,1,8,1,,,0,1,0.4,8,ìÏìå,8,1,0.00,8,1,93,8,1,25.6,8,1
1995/8/16 21:00:00,22.4,8,1,0,1,8,1,,,0,1,0.5,8,ñkñkìå,8,1,,0,1,94,8,1,25.3,8,1
1995/8/16 22:00:00,22.2,8,1,0,1,8,1,,,0,1,0.7,8,ñk,8,1,,0,1,92,8,1,24.7,8,1
1995/8/16 23:00:00,22.0,8,1,0,1,8,1,,,0,1,0.2,8,ê√â∏,8,1,,0,1,92,8,1,24.3,8,1
1995/8/17 00:00:00,22.2,8,1,0,1,8,1,,,0,1,0.8,8,ñkêº,8,1,,0,1,93,8,1,24.9,8,1
1995/8/17 1:00:00,21.8,8,1,0,1,8,1,,,0,1,0.1,8,ê√â∏,8,1,,0,1,94,8,1,24.6,8,1
1995/8/17 2:00:00,21.6,8,1,0,1,8,1,,,0,1,0.8,8,ñkñkìå,8,1,,0,1,94,8,1,24.3,8,1
1995/8/17 3:00:00,21.6,8,1,0,1,8,1,,,0,1,0.3,8,ñkñkìå,8,1,,0,1,94,8,1,24.3,8,1
1995/8/17 4:00:00,21.4,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏêº,8,1,,0,1,92,8,1,23.5,8,1
1995/8/17 5:00:00,21.3,8,1,0,1,8,1,0,1,8,1,0.4,8,ñkêº,8,1,0.00,8,1,94,8,1,23.8,8,1
1995/8/17 6:00:00,21.2,8,1,0,1,8,1,0,1,8,1,0.2,8,ê√â∏,8,1,0.12,8,1,94,8,1,23.7,8,1
1995/8/17 7:00:00,22.1,8,1,0,1,8,1,0.5,0,8,1,0.7,8,êºìÏêº,8,1,0.66,8,1,88,8,1,23.5,8,1
1995/8/17 8:00:00,24.4,8,1,0,1,8,1,0.9,0,8,1,1.3,8,êº,8,1,1.44,8,1,67,8,1,20.5,8,1
1995/8/17 9:00:00,25.8,8,1,0,1,8,1,1.0,0,8,1,2.2,8,êºñkêº,8,1,2.20,8,1,56,8,1,18.8,8,1
1995/8/17 10:00:00,26.5,8,1,0,1,8,1,0.9,0,8,1,1.9,8,ñkñkêº,8,1,2.43,8,1,56,8,1,19.2,8,1
1995/8/17 11:00:00,28.1,8,1,0,1,8,1,0.9,0,8,1,2.3,8,ñkêº,8,1,2.81,8,1,48,8,1,18.4,8,1
1995/8/17 12:00:00,28.7,8,1,0,1,8,1,0.9,0,8,1,2.2,8,êº,8,1,2.98,8,1,48,8,1,18.8,8,1
1995/8/17 13:00:00,29.3,8,1,0,1,8,1,1.0,0,8,1,2.4,8,ñkñkêº,8,1,3.33,8,1,50,8,1,20.2,8,1
1995/8/17 14:00:00,29.3,8,1,0,1,8,1,1.0,0,8,1,3.2,8,ñkñkìå,8,1,3.03,8,1,50,8,1,20.4,8,1
1995/8/17 15:00:00,28.8,8,1,0,1,8,1,0.8,0,8,1,3.0,8,ñkñkêº,8,1,2.18,8,1,47,8,1,18.5,8,1
1995/8/17 16:00:00,28.1,8,1,0,1,8,1,0.8,0,8,1,2.2,8,ñkñkêº,8,1,1.61,8,1,51,8,1,19.2,8,1
1995/8/17 17:00:00,25.4,8,1,0,1,8,1,0.7,0,8,1,3.1,8,ñkñkêº,8,1,1.02,8,1,55,8,1,17.7,8,1
1995/8/17 18:00:00,24.3,8,1,0,1,8,1,0.3,0,8,1,1.3,8,ñkñkêº,8,1,0.37,8,1,57,8,1,17.3,8,1
1995/8/17 19:00:00,23.1,8,1,0,1,8,1,0,1,8,1,1.1,8,êºñkêº,8,1,0.04,8,1,60,8,1,16.9,8,1
1995/8/17 20:00:00,21.8,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìå,8,1,0.00,8,1,67,8,1,17.5,8,1
1995/8/17 21:00:00,20.6,8,1,0,1,8,1,,,0,1,2.0,8,ìÏìå,8,1,,0,1,71,8,1,17.2,8,1
1995/8/17 22:00:00,20.0,8,1,0,1,8,1,,,0,1,0.5,8,ìÏìÏìå,8,1,,0,1,72,8,1,16.8,8,1
1995/8/17 23:00:00,19.1,8,1,0,1,8,1,,,0,1,0.4,8,ìåñkìå,8,1,,0,1,75,8,1,16.6,8,1
1995/8/18 00:00:00,18.2,8,1,0,1,8,1,,,0,1,1.0,8,ìÏìå,8,1,,0,1,78,8,1,16.3,8,1
1995/8/18 1:00:00,17.5,8,1,0,1,8,1,,,0,1,1.0,8,ñkìå,8,1,,0,1,86,8,1,17.2,8,1
1995/8/18 2:00:00,16.9,8,1,0,1,8,1,,,0,1,0.8,8,ìÏ,8,1,,0,1,79,8,1,15.2,8,1
1995/8/18 3:00:00,16.6,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìå,8,1,,0,1,78,8,1,14.7,8,1
1995/8/18 4:00:00,16.5,8,1,0,1,8,1,,,0,1,1.6,8,ìÏ,8,1,,0,1,77,8,1,14.4,8,1
1995/8/18 5:00:00,15.9,8,1,0,1,8,1,0,1,8,1,0.5,8,ìåìÏìå,8,1,0.00,8,1,86,8,1,15.6,8,1
1995/8/18 6:00:00,16.5,8,1,0,1,8,1,0,1,8,1,0.5,8,ñkìå,8,1,0.13,8,1,87,8,1,16.4,8,1
1995/8/18 7:00:00,18.1,8,1,0,1,8,1,0.1,0,8,1,0.3,8,ìåñkìå,8,1,0.48,8,1,79,8,1,16.5,8,1
1995/8/18 8:00:00,21.1,8,1,0,1,8,1,1.0,0,8,1,1.0,8,ñkêº,8,1,1.65,8,1,65,8,1,16.2,8,1
1995/8/18 9:00:00,22.3,8,1,0,1,8,1,0.6,0,8,1,1.2,8,ñk,8,1,1.35,8,1,68,8,1,18.4,8,1
1995/8/18 10:00:00,24.9,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ñkêº,8,1,2.56,8,1,59,8,1,18.5,8,1
1995/8/18 11:00:00,27.6,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ñkìå,8,1,2.92,8,1,55,8,1,20.4,8,1
1995/8/18 12:00:00,31.4,8,1,0,1,8,1,1.0,0,8,1,3.0,8,êº,8,1,2.92,8,1,51,8,1,23.5,8,1
1995/8/18 13:00:00,31.2,8,1,0,1,8,1,0.7,0,8,1,3.2,8,ìÏìÏêº,8,1,2.17,8,1,52,8,1,23.7,8,1
1995/8/18 14:00:00,31.8,8,1,0,1,8,1,0.9,0,8,1,3.3,8,ìÏêº,8,1,1.86,8,1,50,8,1,23.7,8,1
1995/8/18 15:00:00,31.7,8,1,0,1,8,1,0.5,0,8,1,2.1,8,êºìÏêº,8,1,1.36,8,1,52,8,1,24.3,8,1
1995/8/18 16:00:00,31.9,8,1,0,1,8,1,0.8,0,8,1,2.3,8,êº,8,1,1.25,8,1,53,8,1,24.9,8,1
1995/8/18 17:00:00,31.4,8,1,0,1,8,1,1.0,0,8,1,4.4,8,ìÏêº,8,1,1.00,8,1,50,8,1,22.9,8,1
1995/8/18 18:00:00,30.3,8,1,0,1,8,1,0.7,0,8,1,3.2,8,ìÏêº,8,1,0.41,8,1,54,8,1,23.2,8,1
1995/8/18 19:00:00,29.1,8,1,0,1,8,1,0,1,8,1,2.3,8,ìÏêº,8,1,0.03,8,1,59,8,1,24.0,8,1
1995/8/18 20:00:00,28.3,8,1,0,1,8,1,,,0,1,1.6,8,êºñkêº,8,1,0.00,8,1,64,8,1,24.7,8,1
1995/8/18 21:00:00,26.3,8,1,0,1,8,1,,,0,1,1.4,8,ñkñkìå,8,1,,0,1,75,8,1,25.8,8,1
1995/8/18 22:00:00,25.2,8,1,0,1,8,1,,,0,1,0.1,8,ê√â∏,8,1,,0,1,81,8,1,26.0,8,1
1995/8/18 23:00:00,26.4,8,1,0,1,8,1,,,0,1,1.1,8,ñkñkêº,8,1,,0,1,74,8,1,25.3,8,1
1995/8/19 00:00:00,27.6,8,1,0,1,8,1,,,0,1,3.0,8,ìÏìÏêº,8,1,,0,1,65,8,1,24.0,8,1
1995/8/19 1:00:00,27.9,8,1,0,1,8,1,,,0,1,4.4,8,ìÏìÏêº,8,1,,0,1,64,8,1,24.0,8,1
1995/8/19 2:00:00,27.7,8,1,0,1,8,1,,,0,1,3.1,8,ìÏìÏêº,8,1,,0,1,63,8,1,23.4,8,1
1995/8/19 3:00:00,27.5,8,1,0,1,8,1,,,0,1,4.0,8,ìÏìÏêº,8,1,,0,1,62,8,1,22.8,8,1
1995/8/19 4:00:00,27.2,8,1,0,1,8,1,,,0,1,4.5,8,ìÏìÏêº,8,1,,0,1,61,8,1,22.0,8,1
1995/8/19 5:00:00,26.7,8,1,0,1,8,1,0,1,8,1,2.9,8,ìÏêº,8,1,0.00,8,1,61,8,1,21.4,8,1
1995/8/19 6:00:00,27.4,8,1,0,1,8,1,0.5,0,8,1,2.9,8,ìÏìÏêº,8,1,0.19,8,1,59,8,1,21.4,8,1
1995/8/19 7:00:00,28.3,8,1,0,1,8,1,1.0,0,8,1,3.4,8,ìÏìÏêº,8,1,0.81,8,1,59,8,1,22.7,8,1
1995/8/19 8:00:00,29.4,8,1,0,1,8,1,1.0,0,8,1,3.6,8,ìÏìÏêº,8,1,1.44,8,1,57,8,1,23.4,8,1
1995/8/19 9:00:00,30.7,8,1,0,1,8,1,1.0,0,8,1,3.8,8,ìÏêº,8,1,2.07,8,1,52,8,1,23.1,8,1
1995/8/19 10:00:00,31.6,8,1,0,1,8,1,1.0,0,8,1,4.4,8,ìÏêº,8,1,2.51,8,1,50,8,1,23.2,8,1
1995/8/19 11:00:00,32.9,8,1,0,1,8,1,0.7,0,8,1,2.6,8,ìÏêº,8,1,2.30,8,1,49,8,1,24.4,8,1
1995/8/19 12:00:00,32.5,8,1,0,1,8,1,0.4,0,8,1,3.6,8,ìÏêº,8,1,2.14,8,1,49,8,1,24.0,8,1
1995/8/19 13:00:00,33.0,8,1,0,1,8,1,0.4,0,8,1,3.5,8,ìÏêº,8,1,1.93,8,1,47,8,1,23.5,8,1
1995/8/19 14:00:00,32.8,8,1,0,1,8,1,0.4,0,8,1,4.2,8,ìÏêº,8,1,1.64,8,1,47,8,1,23.4,8,1
1995/8/19 15:00:00,33.6,8,1,0,1,8,1,1.0,0,8,1,3.4,8,êºìÏêº,8,1,2.37,8,1,45,8,1,23.5,8,1
1995/8/19 16:00:00,33.4,8,1,0,1,8,1,1.0,0,8,1,2.9,8,ìÏêº,8,1,1.77,8,1,45,8,1,22.9,8,1
1995/8/19 17:00:00,32.0,8,1,0,1,8,1,1.0,0,8,1,2.9,8,ìÏêº,8,1,1.14,8,1,49,8,1,23.2,8,1
1995/8/19 18:00:00,30.7,8,1,0,1,8,1,1.0,0,8,1,2.4,8,ìÏêº,8,1,0.46,8,1,53,8,1,23.4,8,1
1995/8/19 19:00:00,28.8,8,1,0,1,8,1,0.2,0,8,1,1.7,8,ñk,8,1,0.03,8,1,66,8,1,26.3,8,1
1995/8/19 20:00:00,27.2,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏìå,8,1,,0,1,70,8,1,25.2,8,1
1995/8/19 21:00:00,26.2,8,1,0,1,8,1,,,0,1,2.2,8,ìÏìÏìå,8,1,,0,1,69,8,1,23.5,8,1
1995/8/19 22:00:00,25.0,8,1,0,1,8,1,,,0,1,0.9,8,ìÏìå,8,1,,0,1,74,8,1,23.5,8,1
1995/8/19 23:00:00,24.7,8,1,0,1,8,1,,,0,1,0.6,8,ìÏ,8,1,,0,1,76,8,1,23.7,8,1
1995/8/20 00:00:00,23.8,8,1,0,1,8,1,,,0,1,0.8,8,ìåìÏìå,8,1,,0,1,80,8,1,23.7,8,1
1995/8/20 1:00:00,23.6,8,1,0,1,8,1,,,0,1,0.7,8,ñk,8,1,,0,1,84,8,1,24.4,8,1
1995/8/20 2:00:00,23.1,8,1,0,1,8,1,,,0,1,1.5,8,ìÏìÏìå,8,1,,0,1,84,8,1,23.8,8,1
1995/8/20 3:00:00,22.9,8,1,0,1,8,1,,,0,1,1.1,8,ìåìÏìå,8,1,,0,1,85,8,1,23.7,8,1
1995/8/20 4:00:00,22.7,8,1,0,1,8,1,,,0,1,0.7,8,ìÏêº,8,1,,0,1,86,8,1,23.8,8,1
1995/8/20 5:00:00,22.0,8,1,0,1,8,1,0,1,8,1,0.6,8,ìå,8,1,0.00,8,1,90,8,1,23.8,8,1
1995/8/20 6:00:00,22.3,8,1,0,1,8,1,0.5,0,8,1,0.8,8,ìåñkìå,8,1,0.18,8,1,90,8,1,24.3,8,1
1995/8/20 7:00:00,24.4,8,1,0,1,8,1,1.0,0,8,1,0.8,8,ìåìÏìå,8,1,0.80,8,1,81,8,1,24.7,8,1
1995/8/20 8:00:00,25.9,8,1,0,1,8,1,1.0,0,8,1,0.5,8,ñkñkìå,8,1,1.48,8,1,76,8,1,25.5,8,1
1995/8/20 9:00:00,29.1,8,1,0,1,8,1,1.0,0,8,1,1.0,8,ñkñkìå,8,1,2.10,8,1,65,8,1,26.1,8,1
1995/8/20 10:00:00,32.2,8,1,0,1,8,1,1.0,0,8,1,3.8,8,ìÏìÏêº,8,1,2.63,8,1,51,8,1,24.7,8,1
1995/8/20 11:00:00,33.8,8,1,0,1,8,1,1.0,0,8,1,3.2,8,ìÏìÏêº,8,1,2.99,8,1,47,8,1,24.7,8,1
1995/8/20 12:00:00,34.2,8,1,0,1,8,1,1.0,0,8,1,3.7,8,ìÏ,8,1,3.15,8,1,47,8,1,25.2,8,1
1995/8/20 13:00:00,35.0,8,1,0,1,8,1,1.0,0,8,1,3.5,8,ìÏ,8,1,3.11,8,1,45,8,1,25.5,8,1
1995/8/20 14:00:00,35.1,8,1,0,1,8,1,0.6,0,8,1,1.7,8,ñkêº,8,1,2.05,8,1,44,8,1,25.0,8,1
1995/8/20 15:00:00,34.1,8,1,0,1,8,1,0.2,0,8,1,1.8,8,ñkêº,8,1,1.24,8,1,46,8,1,24.7,8,1
1995/8/20 16:00:00,33.9,8,1,0,1,8,1,0.7,0,8,1,1.3,8,ñk,8,1,1.39,8,1,51,8,1,26.9,8,1
1995/8/20 17:00:00,31.9,8,1,0,1,8,1,0.8,0,8,1,2.1,8,ñk,8,1,0.90,8,1,61,8,1,28.8,8,1
1995/8/20 18:00:00,30.9,8,1,0,1,8,1,0.8,0,8,1,1.7,8,ñk,8,1,0.39,8,1,65,8,1,28.9,8,1
1995/8/20 19:00:00,29.4,8,1,0,1,8,1,0,1,8,1,0.8,8,ìÏìå,8,1,0.02,8,1,71,8,1,29.3,8,1
1995/8/20 20:00:00,28.6,8,1,0,1,8,1,,,0,1,1.3,8,ìÏìå,8,1,,0,1,73,8,1,28.4,8,1
1995/8/20 21:00:00,27.6,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìå,8,1,,0,1,75,8,1,27.8,8,1
1995/8/20 22:00:00,27.1,8,1,0,1,8,1,,,0,1,2.1,8,ìÏìÏìå,8,1,,0,1,76,8,1,27.4,8,1
1995/8/20 23:00:00,27.3,8,1,0,1,8,1,,,0,1,2.0,8,ìÏìÏêº,8,1,,0,1,76,8,1,27.4,8,1
1995/8/21 00:00:00,26.7,8,1,0,1,8,1,,,0,1,0.6,8,ìÏêº,8,1,,0,1,77,8,1,26.9,8,1
1995/8/21 1:00:00,25.7,8,1,0,1,8,1,,,0,1,2.1,8,ìÏ,8,1,,0,1,80,8,1,26.3,8,1
1995/8/21 2:00:00,25.2,8,1,0,1,8,1,,,0,1,1.4,8,ìÏ,8,1,,0,1,80,8,1,25.6,8,1
1995/8/21 3:00:00,25.0,8,1,0,1,8,1,,,0,1,1.6,8,ìÏ,8,1,,0,1,82,8,1,26.0,8,1
1995/8/21 4:00:00,24.4,8,1,0,1,8,1,,,0,1,1.2,8,ñkìå,8,1,,0,1,87,8,1,26.4,8,1
1995/8/21 5:00:00,23.9,8,1,0,1,8,1,0,1,8,1,0.5,8,êº,8,1,0.00,8,1,89,8,1,26.3,8,1
1995/8/21 6:00:00,23.6,8,1,0.0,0,8,1,0,1,8,1,1.1,8,ìÏìÏêº,8,1,0.05,8,1,90,8,1,26.3,8,1
1995/8/21 7:00:00,24.1,8,1,0.0,0,8,1,0,1,8,1,1.8,8,ìÏêº,8,1,0.40,8,1,89,8,1,26.8,8,1
1995/8/21 8:00:00,25.9,8,1,0,1,8,1,0.4,0,8,1,1.6,8,ñk,8,1,0.75,8,1,83,8,1,27.8,8,1
1995/8/21 9:00:00,27.6,8,1,0,1,8,1,0.5,0,8,1,1.5,8,ñkñkêº,8,1,1.21,8,1,76,8,1,28.1,8,1
1995/8/21 10:00:00,28.9,8,1,0,1,8,1,0.6,0,8,1,1.7,8,ñkñkìå,8,1,1.99,8,1,70,8,1,27.9,8,1
1995/8/21 11:00:00,28.5,8,1,0.0,0,8,1,0.1,0,8,1,2.1,8,ñkñkìå,8,1,1.19,8,1,71,8,1,27.8,8,1
1995/8/21 12:00:00,27.8,8,1,0.0,0,8,1,0,1,8,1,3.2,8,ìÏìÏêº,8,1,0.42,8,1,71,8,1,26.6,8,1
1995/8/21 13:00:00,25.4,8,1,2.0,0,8,1,0,1,8,1,2.6,8,ìÏ,8,1,0.43,8,1,85,8,1,27.6,8,1
1995/8/21 14:00:00,25.3,8,1,0.5,0,8,1,0,1,8,1,2.4,8,ìÏìÏêº,8,1,0.27,8,1,82,8,1,26.6,8,1
1995/8/21 15:00:00,24.8,8,1,3.0,0,8,1,0,1,8,1,2.0,8,ìÏìÏêº,8,1,0.29,8,1,85,8,1,26.8,8,1
1995/8/21 16:00:00,25.1,8,1,1.0,0,8,1,0,1,8,1,2.7,8,ìÏìÏêº,8,1,0.37,8,1,88,8,1,27.9,8,1
1995/8/21 17:00:00,25.4,8,1,0.0,0,8,1,0,1,8,1,0.6,8,ìå,8,1,0.43,8,1,89,8,1,28.9,8,1
1995/8/21 18:00:00,24.9,8,1,0.0,0,8,1,0,1,8,1,0.6,8,ñkìå,8,1,0.15,8,1,90,8,1,28.3,8,1
1995/8/21 19:00:00,24.5,8,1,0.0,0,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0.01,8,1,91,8,1,27.9,8,1
1995/8/21 20:00:00,23.9,8,1,0.0,0,8,1,,,0,1,0.6,8,ìÏìå,8,1,,0,1,92,8,1,27.2,8,1
1995/8/21 21:00:00,23.5,8,1,0.5,0,8,1,,,0,1,0.1,8,ê√â∏,8,1,,0,1,93,8,1,26.9,8,1
1995/8/21 22:00:00,23.1,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìå,8,1,,0,1,93,8,1,26.3,8,1
1995/8/21 23:00:00,23.0,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìÏìå,8,1,,0,1,92,8,1,26.0,8,1
1995/8/22 00:00:00,22.9,8,1,0,1,8,1,,,0,1,0.9,8,ìå,8,1,,0,1,95,8,1,26.4,8,1
1995/8/22 1:00:00,22.7,8,1,0,1,8,1,,,0,1,1.0,8,êº,8,1,,0,1,88,8,1,24.4,8,1
1995/8/22 2:00:00,22.6,8,1,0.0,0,8,1,,,0,1,1.3,8,ìÏìÏìå,8,1,,0,1,91,8,1,24.9,8,1
1995/8/22 3:00:00,22.6,8,1,0.0,0,8,1,,,0,1,0.8,8,ìåìÏìå,8,1,,0,1,94,8,1,25.8,8,1
1995/8/22 4:00:00,22.5,8,1,0.0,0,8,1,,,0,1,0.9,8,ìÏìÏìå,8,1,,0,1,94,8,1,25.5,8,1
1995/8/22 5:00:00,22.4,8,1,0.0,0,8,1,,,0,1,0.3,8,ìÏìå,8,1,0.00,8,1,95,8,1,25.8,8,1
1995/8/22 6:00:00,22.5,8,1,0.0,0,8,1,0,1,8,1,1.3,8,ìÏìå,8,1,0.03,8,1,92,8,1,25.2,8,1
1995/8/22 7:00:00,23.1,8,1,0,1,8,1,0,1,8,1,0.6,8,êºìÏêº,8,1,0.19,8,1,88,8,1,24.9,8,1
1995/8/22 8:00:00,23.6,8,1,0.0,0,8,1,0,1,8,1,0.3,8,êºñkêº,8,1,0.35,8,1,88,8,1,25.5,8,1
1995/8/22 9:00:00,24.1,8,1,0.0,0,8,1,0,1,8,1,0.8,8,ìåìÏìå,8,1,0.72,8,1,86,8,1,25.8,8,1
1995/8/22 10:00:00,24.7,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0.77,8,1,84,8,1,26.3,8,1
1995/8/22 11:00:00,26.4,8,1,0,1,8,1,0.1,0,8,1,1.2,8,ñkêº,8,1,1.55,8,1,76,8,1,26.3,8,1
1995/8/22 12:00:00,25.4,8,1,0.0,0,8,1,0,1,8,1,1.6,8,ñkñkêº,8,1,0.73,8,1,86,8,1,27.8,8,1
1995/8/22 13:00:00,26.6,8,1,0.0,0,8,1,0,1,8,1,0.5,8,ìåìÏìå,8,1,1.36,8,1,78,8,1,27.1,8,1
1995/8/22 14:00:00,26.2,8,1,0.5,0,8,1,0,1,8,1,1.0,8,êºñkêº,8,1,0.77,8,1,85,8,1,28.8,8,1
1995/8/22 15:00:00,26.9,8,1,0.0,0,8,1,0.1,0,8,1,1.4,8,ñkñkêº,8,1,1.23,8,1,77,8,1,27.2,8,1
1995/8/22 16:00:00,27.0,8,1,0,1,8,1,0,1,8,1,1.5,8,ñkñkìå,8,1,0.77,8,1,76,8,1,26.9,8,1
1995/8/22 17:00:00,26.5,8,1,0,1,8,1,0.1,0,8,1,1.7,8,ñkñkêº,8,1,0.57,8,1,79,8,1,27.4,8,1
1995/8/22 18:00:00,25.9,8,1,0.0,0,8,1,0.1,0,8,1,1.2,8,ñkñkìå,8,1,0.19,8,1,78,8,1,26.0,8,1
1995/8/22 19:00:00,24.8,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkêº,8,1,0.01,8,1,84,8,1,26.4,8,1
1995/8/22 20:00:00,24.3,8,1,0,1,8,1,,,0,1,0.1,8,ê√â∏,8,1,,0,1,84,8,1,25.6,8,1
1995/8/22 21:00:00,23.6,8,1,0,1,8,1,,,0,1,0.0,8,ê√â∏,8,1,,0,1,88,8,1,25.5,8,1
1995/8/22 22:00:00,23.6,8,1,0,1,8,1,,,0,1,1.1,8,ñkñkêº,8,1,,0,1,88,8,1,25.5,8,1
1995/8/22 23:00:00,23.1,8,1,0,1,8,1,,,0,1,1.0,8,ñkñkìå,8,1,,0,1,90,8,1,25.5,8,1
1995/8/23 00:00:00,22.7,8,1,0,1,8,1,,,0,1,0.3,8,ñkñkêº,8,1,,0,1,93,8,1,25.6,8,1
1995/8/23 1:00:00,22.4,8,1,0,1,8,1,,,0,1,1.0,8,ìÏìå,8,1,,0,1,88,8,1,23.8,8,1
1995/8/23 2:00:00,22.1,8,1,0,1,8,1,,,0,1,0.5,8,ìÏìÏìå,8,1,,0,1,89,8,1,23.7,8,1
1995/8/23 3:00:00,22.2,8,1,0,1,8,1,,,0,1,0.9,8,ìåìÏìå,8,1,,0,1,89,8,1,23.8,8,1
1995/8/23 4:00:00,22.0,8,1,0,1,8,1,,,0,1,0.6,8,ìÏìå,8,1,,0,1,90,8,1,23.7,8,1
1995/8/23 5:00:00,22.0,8,1,0,1,8,1,,,0,1,0.9,8,ìÏìÏìå,8,1,0.00,8,1,89,8,1,23.5,8,1
1995/8/23 6:00:00,22.3,8,1,0,1,8,1,0,1,8,1,1.5,8,ìÏìå,8,1,0.13,8,1,86,8,1,23.2,8,1
1995/8/23 7:00:00,23.2,8,1,0,1,8,1,0,1,8,1,0.4,8,ñkêº,8,1,0.35,8,1,85,8,1,24.1,8,1
1995/8/23 8:00:00,23.1,8,1,0,1,8,1,0,1,8,1,0.3,8,êº,8,1,0.15,8,1,88,8,1,24.9,8,1
1995/8/23 9:00:00,24.1,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkñkêº,8,1,0.71,8,1,84,8,1,25.2,8,1
1995/8/23 10:00:00,25.4,8,1,0.5,0,8,1,0.3,0,8,1,0.7,8,êºñkêº,8,1,1.18,8,1,81,8,1,26.3,8,1
1995/8/23 11:00:00,27.1,8,1,0,1,8,1,0.6,0,8,1,1.5,8,ñkìå,8,1,2.34,8,1,73,8,1,26.3,8,1
1995/8/23 12:00:00,28.9,8,1,0,1,8,1,0.9,0,8,1,1.1,8,êºñkêº,8,1,2.58,8,1,64,8,1,25.3,8,1
1995/8/23 13:00:00,30.3,8,1,0,1,8,1,0.5,0,8,1,1.5,8,ñkêº,8,1,2.13,8,1,61,8,1,26.3,8,1
1995/8/23 14:00:00,30.7,8,1,0,1,8,1,0.6,0,8,1,1.1,8,ìåñkìå,8,1,2.02,8,1,59,8,1,26.3,8,1
1995/8/23 15:00:00,30.8,8,1,0,1,8,1,0.5,0,8,1,2.2,8,ñkñkìå,8,1,1.56,8,1,63,8,1,27.9,8,1
1995/8/23 16:00:00,28.3,8,1,0,1,8,1,0.2,0,8,1,3.4,8,ñkñkìå,8,1,0.88,8,1,69,8,1,26.6,8,1
1995/8/23 17:00:00,29.7,8,1,0,1,8,1,0.7,0,8,1,0.5,8,ìåñkìå,8,1,0.87,8,1,64,8,1,26.6,8,1
1995/8/23 18:00:00,28.4,8,1,0,1,8,1,0,1,8,1,0.8,8,êºñkêº,8,1,0.16,8,1,67,8,1,26.0,8,1
1995/8/23 19:00:00,27.6,8,1,0,1,8,1,0,1,8,1,1.3,8,ìÏìÏêº,8,1,0.01,8,1,75,8,1,27.6,8,1
1995/8/23 20:00:00,26.7,8,1,0,1,8,1,,,0,1,1.5,8,ìÏìÏìå,8,1,,0,1,78,8,1,27.4,8,1
1995/8/23 21:00:00,26.3,8,1,0,1,8,1,,,0,1,2.0,8,ìÏìå,8,1,,0,1,79,8,1,27.1,8,1
1995/8/23 22:00:00,26.0,8,1,0,1,8,1,,,0,1,2.1,8,ìÏìÏìå,8,1,,0,1,80,8,1,26.9,8,1
1995/8/23 23:00:00,25.6,8,1,0,1,8,1,,,0,1,0.2,8,ê√â∏,8,1,,0,1,82,8,1,26.9,8,1
1995/8/24 00:00:00,24.6,8,1,0,1,8,1,,,0,1,0.0,8,ê√â∏,8,1,,0,1,87,8,1,26.8,8,1
1995/8/24 1:00:00,23.8,8,1,0,1,8,1,,,0,1,0.4,8,ìÏìÏìå,8,1,,0,1,89,8,1,26.1,8,1
1995/8/24 2:00:00,23.8,8,1,0,1,8,1,,,0,1,0.4,8,ìÏìÏìå,8,1,,0,1,88,8,1,26.0,8,1
1995/8/24 3:00:00,23.3,8,1,0,1,8,1,,,0,1,0.0,8,ê√â∏,8,1,,0,1,89,8,1,25.5,8,1
1995/8/24 4:00:00,22.6,8,1,0,1,8,1,,,0,1,0.4,8,ìÏìÏìå,8,1,,0,1,92,8,1,25.2,8,1
1995/8/24 5:00:00,22.8,8,1,0,1,8,1,,,0,1,1.1,8,ñkñkìå,8,1,0.00,8,1,94,8,1,26.1,8,1
1995/8/24 6:00:00,23.2,8,1,0,1,8,1,0,1,8,1,0.8,8,ìÏ,8,1,0.14,8,1,92,8,1,26.1,8,1
1995/8/24 7:00:00,23.9,8,1,0,1,8,1,0.4,0,8,1,0.7,8,ìåñkìå,8,1,0.63,8,1,89,8,1,26.4,8,1
