É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 03:57:54

,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2008/6/16 21:00:00,21.5,8,1,0,1,8,1,,,0,1,3.6,8,êºñkêº,8,1,,0,1,70,8,1,17.9,8,1
2008/6/16 22:00:00,21.2,8,1,0,1,8,1,,,0,1,0.7,8,ñkñkêº,8,1,,0,1,71,8,1,17.8,8,1
2008/6/16 23:00:00,20.2,8,1,0,1,8,1,,,0,1,0.8,8,êº,8,1,,0,1,77,8,1,18.2,8,1
2008/6/17 00:00:00,19.2,8,1,0,1,8,1,,,0,1,2.3,8,êº,8,1,,0,1,80,8,1,17.8,8,1
2008/6/17 1:00:00,18.9,8,1,0,1,8,1,,,0,1,1.1,8,êºñkêº,8,1,,0,1,82,8,1,17.9,8,1
2008/6/17 2:00:00,18.4,8,1,0,1,8,1,,,0,1,0.7,8,ìÏêº,8,1,,0,1,84,8,1,17.8,8,1
2008/6/17 3:00:00,18.0,8,1,0,1,8,1,,,0,1,0.5,8,êºìÏêº,8,1,,0,1,85,8,1,17.5,8,1
2008/6/17 4:00:00,17.3,8,1,0,1,8,1,,,0,1,0.9,8,êº,8,1,0.00,8,1,83,8,1,16.4,8,1
2008/6/17 5:00:00,17.6,8,1,0,1,8,1,0,1,8,1,0.4,8,êºñkêº,8,1,0.01,8,1,81,8,1,16.3,8,1
2008/6/17 6:00:00,18.3,8,1,0,1,8,1,0,1,8,1,1.2,8,ìÏêº,8,1,0.24,8,1,77,8,1,16.2,8,1
2008/6/17 7:00:00,19.5,8,1,0,1,8,1,0.8,0,8,1,1.6,8,ìÏìÏêº,8,1,0.97,8,1,73,8,1,16.5,8,1
2008/6/17 8:00:00,21.5,8,1,0,1,8,1,1.0,0,8,1,1.1,8,ìÏìÏìå,8,1,1.72,8,1,67,8,1,17.2,8,1
2008/6/17 9:00:00,22.7,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ìÏìÏìå,8,1,2.45,8,1,60,8,1,16.5,8,1
2008/6/17 10:00:00,24.5,8,1,0,1,8,1,1.0,0,8,1,0.8,8,ñkìå,8,1,2.98,8,1,52,8,1,16.0,8,1
2008/6/17 11:00:00,26.4,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ñk,8,1,3.40,8,1,45,8,1,15.5,8,1
2008/6/17 12:00:00,28.7,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ìÏ,8,1,3.55,8,1,41,8,1,16.2,8,1
2008/6/17 13:00:00,28.6,8,1,0,1,8,1,1.0,0,8,1,5.3,8,ìÏêº,8,1,3.53,8,1,46,8,1,18.1,8,1
2008/6/17 14:00:00,28.0,8,1,0,1,8,1,1.0,0,8,1,9.6,8,ìÏêº,8,1,3.21,8,1,47,8,1,17.7,8,1
2008/6/17 15:00:00,27.3,8,1,0,1,8,1,1.0,0,8,1,7.8,8,ìÏêº,8,1,2.69,8,1,50,8,1,18.2,8,1
2008/6/17 16:00:00,26.8,8,1,0,1,8,1,1.0,0,8,1,6.6,8,ìÏêº,8,1,2.11,8,1,54,8,1,19.0,8,1
2008/6/17 17:00:00,25.6,8,1,0,1,8,1,0.3,0,8,1,6.0,8,ìÏêº,8,1,1.05,8,1,57,8,1,18.8,8,1
2008/6/17 18:00:00,24.2,8,1,0,1,8,1,0.4,0,8,1,5.4,8,ìÏêº,8,1,0.60,8,1,62,8,1,18.8,8,1
2008/6/17 19:00:00,23.0,8,1,0,1,8,1,0,1,8,1,4.0,8,ìÏêº,8,1,0.09,8,1,66,8,1,18.5,8,1
2008/6/17 20:00:00,22.4,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkêº,8,1,0.00,8,1,68,8,1,18.4,8,1
2008/6/17 21:00:00,22.0,8,1,0,1,8,1,,,0,1,2.4,8,ìÏêº,8,1,,0,1,70,8,1,18.5,8,1
2008/6/17 22:00:00,21.9,8,1,0,1,8,1,,,0,1,2.5,8,êºñkêº,8,1,,0,1,71,8,1,18.6,8,1
2008/6/17 23:00:00,21.3,8,1,0,1,8,1,,,0,1,2.2,8,ñkêº,8,1,,0,1,75,8,1,19.0,8,1
2008/6/18 00:00:00,21.0,8,1,0,1,8,1,,,0,1,2.9,8,êº,8,1,,0,1,77,8,1,19.1,8,1
2008/6/18 1:00:00,20.7,8,1,0,1,8,1,,,0,1,2.6,8,êºñkêº,8,1,,0,1,79,8,1,19.2,8,1
2008/6/18 2:00:00,20.5,8,1,0,1,8,1,,,0,1,1.8,8,ñkêº,8,1,,0,1,79,8,1,19.0,8,1
2008/6/18 3:00:00,20.4,8,1,0,1,8,1,,,0,1,1.8,8,êºñkêº,8,1,,0,1,80,8,1,19.1,8,1
2008/6/18 4:00:00,20.1,8,1,0,1,8,1,,,0,1,1.5,8,êº,8,1,0.00,8,1,82,8,1,19.2,8,1
2008/6/18 5:00:00,20.4,8,1,0,1,8,1,0,1,8,1,1.2,8,êº,8,1,0.00,8,1,80,8,1,19.1,8,1
2008/6/18 6:00:00,20.5,8,1,0,1,8,1,0,1,8,1,1.1,8,êºìÏêº,8,1,0.09,8,1,81,8,1,19.5,8,1
2008/6/18 7:00:00,20.9,8,1,0,1,8,1,0,1,8,1,1.5,8,êºìÏêº,8,1,0.30,8,1,78,8,1,19.2,8,1
2008/6/18 8:00:00,22.4,8,1,0,1,8,1,0.3,0,8,1,2.0,8,êº,8,1,1.01,8,1,70,8,1,19.0,8,1
2008/6/18 9:00:00,23.3,8,1,0,1,8,1,0.7,0,8,1,1.5,8,ìÏêº,8,1,2.18,8,1,64,8,1,18.3,8,1
2008/6/18 10:00:00,24.6,8,1,0,1,8,1,1.0,0,8,1,2.2,8,ìÏìÏêº,8,1,2.99,8,1,59,8,1,18.3,8,1
2008/6/18 11:00:00,26.4,8,1,0,1,8,1,1.0,0,8,1,2.0,8,ìÏìÏêº,8,1,3.35,8,1,50,8,1,17.3,8,1
2008/6/18 12:00:00,27.4,8,1,0,1,8,1,0.9,0,8,1,1.5,8,ìÏêº,8,1,3.31,8,1,48,8,1,17.5,8,1
2008/6/18 13:00:00,28.2,8,1,0,1,8,1,1.0,0,8,1,3.7,8,ìÏìÏêº,8,1,3.56,8,1,45,8,1,17.3,8,1
2008/6/18 14:00:00,27.5,8,1,0,1,8,1,1.0,0,8,1,6.0,8,ìÏêº,8,1,2.83,8,1,49,8,1,17.9,8,1
2008/6/18 15:00:00,26.8,8,1,0,1,8,1,0.7,0,8,1,7.7,8,ìÏêº,8,1,2.15,8,1,52,8,1,18.3,8,1
2008/6/18 16:00:00,25.3,8,1,0,1,8,1,0.1,0,8,1,6.4,8,ìÏêº,8,1,1.08,8,1,57,8,1,18.4,8,1
2008/6/18 17:00:00,24.5,8,1,0,1,8,1,0,1,8,1,5.4,8,ìÏêº,8,1,0.79,8,1,61,8,1,18.8,8,1
2008/6/18 18:00:00,23.8,8,1,0,1,8,1,0.2,0,8,1,3.8,8,ìÏêº,8,1,0.55,8,1,64,8,1,18.9,8,1
2008/6/18 19:00:00,22.8,8,1,0,1,8,1,0.1,0,8,1,3.5,8,ìÏêº,8,1,0.19,8,1,67,8,1,18.6,8,1
2008/6/18 20:00:00,22.0,8,1,0,1,8,1,0,1,8,1,2.5,8,ñkêº,8,1,0.00,8,1,72,8,1,19.0,8,1
2008/6/18 21:00:00,21.4,8,1,0,1,8,1,,,0,1,2.8,8,êºñkêº,8,1,,0,1,75,8,1,19.1,8,1
2008/6/18 22:00:00,20.9,8,1,0,1,8,1,,,0,1,1.6,8,ñkêº,8,1,,0,1,79,8,1,19.5,8,1
2008/6/18 23:00:00,20.8,8,1,0,1,8,1,,,0,1,2.2,8,êºñkêº,8,1,,0,1,80,8,1,19.6,8,1
2008/6/19 00:00:00,20.7,8,1,0,1,8,1,,,0,1,2.2,8,êºñkêº,8,1,,0,1,80,8,1,19.5,8,1
2008/6/19 1:00:00,20.5,8,1,0,1,8,1,,,0,1,2.0,8,êºìÏêº,8,1,,0,1,81,8,1,19.5,8,1
2008/6/19 2:00:00,20.3,8,1,0,1,8,1,,,0,1,1.3,8,ìÏêº,8,1,,0,1,82,8,1,19.5,8,1
2008/6/19 3:00:00,20.6,8,1,0,1,8,1,,,0,1,1.4,8,ñkêº,8,1,,0,1,81,8,1,19.6,8,1
2008/6/19 4:00:00,20.2,8,1,0,1,8,1,,,0,1,1.5,8,êº,8,1,0.00,8,1,83,8,1,19.6,8,1
2008/6/19 5:00:00,20.4,8,1,0,1,8,1,0,1,8,1,0.8,8,êºìÏêº,8,1,0.01,8,1,83,8,1,19.9,8,1
2008/6/19 6:00:00,20.6,8,1,0.0,0,8,1,0,1,8,1,1.1,8,êº,8,1,0.09,8,1,81,8,1,19.6,8,1
2008/6/19 7:00:00,20.6,8,1,0.0,0,8,1,0,1,8,1,1.4,8,êº,8,1,0.23,8,1,81,8,1,19.6,8,1
2008/6/19 8:00:00,21.3,8,1,0,1,8,1,0,1,8,1,1.8,8,êºñkêº,8,1,0.51,8,1,78,8,1,19.7,8,1
2008/6/19 9:00:00,21.9,8,1,0,1,8,1,0,1,8,1,1.7,8,êºñkêº,8,1,0.46,8,1,76,8,1,20.0,8,1
2008/6/19 10:00:00,22.6,8,1,0,1,8,1,0,1,8,1,1.8,8,êºìÏêº,8,1,0.92,8,1,71,8,1,19.5,8,1
2008/6/19 11:00:00,23.9,8,1,0,1,8,1,0.1,0,8,1,1.4,8,êº,8,1,1.99,8,1,65,8,1,19.2,8,1
2008/6/19 12:00:00,25.0,8,1,0.0,0,8,1,0,1,8,1,2.2,8,êº,8,1,1.41,8,1,62,8,1,19.6,8,1
2008/6/19 13:00:00,24.0,8,1,0.0,0,8,1,0,1,8,1,3.0,8,ìÏêº,8,1,1.02,8,1,64,8,1,19.1,8,1
2008/6/19 14:00:00,23.4,8,1,0.0,0,8,1,0,1,8,1,2.9,8,ìÏêº,8,1,0.82,8,1,68,8,1,19.6,8,1
2008/6/19 15:00:00,23.2,8,1,0.0,0,8,1,0,1,8,1,2.6,8,êºñkêº,8,1,0.62,8,1,71,8,1,20.2,8,1
2008/6/19 16:00:00,23.0,8,1,0.0,0,8,1,0,1,8,1,1.9,8,ñkêº,8,1,0.44,8,1,75,8,1,21.0,8,1
2008/6/19 17:00:00,23.6,8,1,0,1,8,1,0.1,0,8,1,1.5,8,ñk,8,1,0.80,8,1,71,8,1,20.6,8,1
2008/6/19 18:00:00,23.2,8,1,0,1,8,1,0,1,8,1,3.2,8,êºìÏêº,8,1,0.32,8,1,72,8,1,20.5,8,1
2008/6/19 19:00:00,22.6,8,1,0,1,8,1,0,1,8,1,2.8,8,êºìÏêº,8,1,0.15,8,1,75,8,1,20.5,8,1
2008/6/19 20:00:00,22.1,8,1,0,1,8,1,0,1,8,1,1.3,8,êºñkêº,8,1,0.00,8,1,77,8,1,20.5,8,1
2008/6/19 21:00:00,21.8,8,1,0,1,8,1,,,0,1,1.4,8,êº,8,1,,0,1,78,8,1,20.4,8,1
2008/6/19 22:00:00,21.5,8,1,0,1,8,1,,,0,1,1.6,8,ñkêº,8,1,,0,1,80,8,1,20.5,8,1
2008/6/19 23:00:00,21.3,8,1,0,1,8,1,,,0,1,2.0,8,êºñkêº,8,1,,0,1,81,8,1,20.5,8,1
2008/6/20 00:00:00,20.9,8,1,0,1,8,1,,,0,1,1.2,8,êº,8,1,,0,1,82,8,1,20.2,8,1
2008/6/20 1:00:00,20.8,8,1,0.0,0,8,1,,,0,1,1.0,8,ñkêº,8,1,,0,1,83,8,1,20.4,8,1
2008/6/20 2:00:00,20.7,8,1,0.0,0,8,1,,,0,1,2.4,8,êº,8,1,,0,1,83,8,1,20.2,8,1
2008/6/20 3:00:00,20.7,8,1,0,1,8,1,,,0,1,2.1,8,êºñkêº,8,1,,0,1,83,8,1,20.2,8,1
2008/6/20 4:00:00,20.0,8,1,0.0,0,8,1,,,0,1,0.7,8,êºñkêº,8,1,0.00,8,1,88,8,1,20.6,8,1
2008/6/20 5:00:00,20.1,8,1,0.0,0,8,1,0,1,8,1,0.2,8,ê√â∏,8,1,0.02,8,1,90,8,1,21.2,8,1
2008/6/20 6:00:00,20.7,8,1,0,1,8,1,0,1,8,1,0.4,8,ìÏìå,8,1,0.21,8,1,88,8,1,21.4,8,1
2008/6/20 7:00:00,21.3,8,1,0,1,8,1,0.1,0,8,1,0.4,8,ìÏìÏêº,8,1,0.68,8,1,83,8,1,21.0,8,1
2008/6/20 8:00:00,22.2,8,1,0,1,8,1,0.1,0,8,1,1.0,8,ìÏ,8,1,1.08,8,1,79,8,1,21.2,8,1
2008/6/20 9:00:00,23.6,8,1,0,1,8,1,0.1,0,8,1,1.1,8,êºìÏêº,8,1,1.44,8,1,72,8,1,21.0,8,1
2008/6/20 10:00:00,24.9,8,1,0,1,8,1,0.1,0,8,1,1.1,8,ìÏìÏìå,8,1,1.69,8,1,67,8,1,21.2,8,1
2008/6/20 11:00:00,25.9,8,1,0,1,8,1,0.4,0,8,1,1.0,8,ìÏìÏìå,8,1,2.61,8,1,61,8,1,20.4,8,1
2008/6/20 12:00:00,27.3,8,1,0,1,8,1,0.2,0,8,1,1.3,8,êºìÏêº,8,1,2.29,8,1,58,8,1,21.0,8,1
2008/6/20 13:00:00,27.1,8,1,0,1,8,1,0,1,8,1,1.5,8,ìÏêº,8,1,1.07,8,1,58,8,1,20.8,8,1
2008/6/20 14:00:00,27.1,8,1,0,1,8,1,0,1,8,1,3.9,8,ìÏêº,8,1,1.22,8,1,63,8,1,22.7,8,1
2008/6/20 15:00:00,28.0,8,1,0,1,8,1,0.5,0,8,1,2.6,8,ìÏêº,8,1,2.16,8,1,60,8,1,22.7,8,1
2008/6/20 16:00:00,27.0,8,1,0,1,8,1,0.4,0,8,1,3.8,8,ìÏêº,8,1,1.40,8,1,64,8,1,22.8,8,1
2008/6/20 17:00:00,26.0,8,1,0,1,8,1,0,1,8,1,4.4,8,ìÏêº,8,1,0.74,8,1,69,8,1,23.2,8,1
2008/6/20 18:00:00,25.6,8,1,0,1,8,1,0,1,8,1,2.7,8,êºìÏêº,8,1,0.46,8,1,71,8,1,23.4,8,1
2008/6/20 19:00:00,24.6,8,1,0,1,8,1,0,1,8,1,2.8,8,êºìÏêº,8,1,0.07,8,1,75,8,1,23.2,8,1
2008/6/20 20:00:00,23.8,8,1,0,1,8,1,0,1,8,1,2.4,8,ñkêº,8,1,0.00,8,1,78,8,1,22.9,8,1
2008/6/20 21:00:00,23.6,8,1,0,1,8,1,,,0,1,2.1,8,êº,8,1,,0,1,80,8,1,23.4,8,1
2008/6/20 22:00:00,23.5,8,1,0.0,0,8,1,,,0,1,3.0,8,ñkñkêº,8,1,,0,1,80,8,1,23.2,8,1
2008/6/20 23:00:00,22.7,8,1,0.5,0,8,1,,,0,1,1.3,8,êºìÏêº,8,1,,0,1,86,8,1,23.7,8,1
2008/6/21 00:00:00,22.2,8,1,1.5,0,8,1,,,0,1,2.7,8,ìÏêº,8,1,,0,1,91,8,1,24.4,8,1
2008/6/21 1:00:00,21.5,8,1,2.5,0,8,1,,,0,1,1.9,8,ñkêº,8,1,,0,1,89,8,1,22.8,8,1
2008/6/21 2:00:00,20.6,8,1,3.0,0,8,1,,,0,1,1.9,8,êºñkêº,8,1,,0,1,91,8,1,22.1,8,1
2008/6/21 3:00:00,20.9,8,1,2.0,0,8,1,,,0,1,0.6,8,êºìÏêº,8,1,,0,1,92,8,1,22.8,8,1
2008/6/21 4:00:00,20.5,8,1,0.5,0,8,1,,,0,1,1.0,8,êº,8,1,0.00,8,1,91,8,1,22.0,8,1
2008/6/21 5:00:00,20.8,8,1,0.0,0,8,1,0,1,8,1,0.7,8,ñk,8,1,0.01,8,1,90,8,1,22.1,8,1
2008/6/21 6:00:00,20.9,8,1,0.5,0,8,1,0,1,8,1,1.3,8,ìÏêº,8,1,0.08,8,1,91,8,1,22.5,8,1
2008/6/21 7:00:00,21.4,8,1,0.0,0,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0.15,8,1,87,8,1,22.1,8,1
2008/6/21 8:00:00,22.3,8,1,0,1,8,1,0,1,8,1,1.0,8,ìÏìÏìå,8,1,0.54,8,1,86,8,1,23.2,8,1
2008/6/21 9:00:00,22.6,8,1,0,1,8,1,0,1,8,1,1.1,8,ìÏ,8,1,0.74,8,1,82,8,1,22.5,8,1
2008/6/21 10:00:00,23.9,8,1,0,1,8,1,0,1,8,1,1.7,8,ìÏ,8,1,1.13,8,1,79,8,1,23.4,8,1
2008/6/21 11:00:00,24.5,8,1,0,1,8,1,0,1,8,1,1.3,8,ìÏ,8,1,1.70,8,1,72,8,1,22.1,8,1
2008/6/21 12:00:00,25.2,8,1,0,1,8,1,0,1,8,1,0.4,8,ñkñkêº,8,1,1.34,8,1,67,8,1,21.4,8,1
2008/6/21 13:00:00,26.3,8,1,0.0,0,8,1,0,1,8,1,1.6,8,ìÏìÏêº,8,1,1.21,8,1,67,8,1,22.9,8,1
2008/6/21 14:00:00,25.5,8,1,0.0,0,8,1,0,1,8,1,3.6,8,ìÏêº,8,1,1.20,8,1,69,8,1,22.5,8,1
2008/6/21 15:00:00,24.5,8,1,0.0,0,8,1,0,1,8,1,3.8,8,ìÏêº,8,1,0.56,8,1,74,8,1,22.8,8,1
2008/6/21 16:00:00,23.7,8,1,0.0,0,8,1,0,1,8,1,2.7,8,êº,8,1,0.22,8,1,78,8,1,22.8,8,1
2008/6/21 17:00:00,24.0,8,1,0.0,0,8,1,0,1,8,1,1.4,8,ñkêº,8,1,0.31,8,1,78,8,1,23.2,8,1
2008/6/21 18:00:00,23.5,8,1,0,1,8,1,0,1,8,1,2.1,8,ñkêº,8,1,0.06,8,1,80,8,1,23.2,8,1
2008/6/21 19:00:00,22.3,8,1,0.0,0,8,1,0,1,8,1,1.6,8,êº,8,1,0.01,8,1,88,8,1,23.7,8,1
2008/6/21 20:00:00,22.1,8,1,1.0,0,8,1,0,1,8,1,1.0,8,ñkñkêº,8,1,0.00,8,1,91,8,1,24.3,8,1
2008/6/21 21:00:00,22.2,8,1,0.0,0,8,1,,,0,1,1.8,8,êºñkêº,8,1,,0,1,90,8,1,24.1,8,1
2008/6/21 22:00:00,22.1,8,1,0.0,0,8,1,,,0,1,1.2,8,ñkêº,8,1,,0,1,91,8,1,24.3,8,1
2008/6/21 23:00:00,21.6,8,1,0.5,0,8,1,,,0,1,1.7,8,êºñkêº,8,1,,0,1,90,8,1,23.2,8,1
2008/6/22 00:00:00,21.2,8,1,0.0,0,8,1,,,0,1,1.5,8,êº,8,1,,0,1,90,8,1,22.7,8,1
2008/6/22 1:00:00,21.4,8,1,0.0,0,8,1,,,0,1,0.8,8,ìÏìå,8,1,,0,1,90,8,1,22.9,8,1
2008/6/22 2:00:00,21.3,8,1,0.0,0,8,1,,,0,1,1.1,8,ìåìÏìå,8,1,,0,1,91,8,1,23.1,8,1
2008/6/22 3:00:00,21.2,8,1,0.0,0,8,1,,,0,1,1.0,8,ìÏêº,8,1,,0,1,91,8,1,22.9,8,1
2008/6/22 4:00:00,21.2,8,1,0.5,0,8,1,,,0,1,0.1,8,ê√â∏,8,1,,0,1,92,8,1,23.2,8,1
2008/6/22 5:00:00,21.0,8,1,0.0,0,8,1,0,1,8,1,0.9,8,êºìÏêº,8,1,0.00,8,1,94,8,1,23.4,8,1
2008/6/22 6:00:00,21.4,8,1,0.0,0,8,1,0,1,8,1,1.7,8,ìÏ,8,1,0.10,8,1,94,8,1,24.0,8,1
2008/6/22 7:00:00,21.4,8,1,1.0,0,8,1,0,1,8,1,0.5,8,ìÏìå,8,1,0.09,8,1,93,8,1,23.7,8,1
2008/6/22 8:00:00,21.9,8,1,0.5,0,8,1,0,1,8,1,0.9,8,ìÏêº,8,1,0.37,8,1,91,8,1,24.0,8,1
2008/6/22 9:00:00,21.9,8,1,1.0,0,8,1,0,1,8,1,1.1,8,êºìÏêº,8,1,0.47,8,1,92,8,1,24.1,8,1
2008/6/22 10:00:00,22.2,8,1,0.0,0,8,1,0,1,8,1,1.4,8,ìÏìÏêº,8,1,0.44,8,1,88,8,1,23.5,8,1
2008/6/22 11:00:00,21.6,8,1,3.0,0,8,1,0,1,8,1,1.4,8,ìÏêº,8,1,0.32,8,1,91,8,1,23.5,8,1
2008/6/22 12:00:00,21.4,8,1,2.0,0,8,1,0,1,8,1,1.9,8,ìÏìÏìå,8,1,0.50,8,1,91,8,1,23.2,8,1
2008/6/22 13:00:00,21.1,8,1,3.5,0,8,1,0,1,8,1,1.4,8,ìÏìÏêº,8,1,0.46,8,1,90,8,1,22.5,8,1
2008/6/22 14:00:00,21.6,8,1,2.0,0,8,1,0,1,8,1,0.7,8,êºñkêº,8,1,0.39,8,1,90,8,1,23.2,8,1
2008/6/22 15:00:00,21.1,8,1,2.5,0,8,1,0,1,8,1,1.3,8,ìÏ,8,1,0.33,8,1,92,8,1,23.1,8,1
2008/6/22 16:00:00,20.7,8,1,5.0,0,8,1,0,1,8,1,0.6,8,êºñkêº,8,1,0.13,8,1,93,8,1,22.7,8,1
2008/6/22 17:00:00,20.8,8,1,5.5,0,8,1,0,1,8,1,0.6,8,ìÏêº,8,1,0.17,8,1,94,8,1,23.1,8,1
2008/6/22 18:00:00,20.8,8,1,4.5,0,8,1,0,1,8,1,1.1,8,êºìÏêº,8,1,0.08,8,1,94,8,1,23.1,8,1
2008/6/22 19:00:00,20.9,8,1,3.5,0,8,1,0,1,8,1,0.8,8,êºñkêº,8,1,0.02,8,1,95,8,1,23.5,8,1
2008/6/22 20:00:00,20.7,8,1,1.0,0,8,1,0,1,8,1,1.6,8,ñkêº,8,1,0.00,8,1,93,8,1,22.7,8,1
2008/6/22 21:00:00,20.4,8,1,7.5,0,8,1,,,0,1,3.9,8,ñkêº,8,1,,0,1,94,8,1,22.5,8,1
2008/6/22 22:00:00,20.3,8,1,8.5,0,8,1,,,0,1,3.9,8,ìåìÏìå,8,1,,0,1,95,8,1,22.7,8,1
2008/6/22 23:00:00,20.6,8,1,1.5,0,8,1,,,0,1,2.4,8,ìÏêº,8,1,,0,1,91,8,1,22.1,8,1
2008/6/23 00:00:00,20.3,8,1,0.0,0,8,1,,,0,1,1.8,8,ìÏ,8,1,,0,1,93,8,1,22.1,8,1
2008/6/23 1:00:00,20.3,8,1,0.0,0,8,1,,,0,1,2.5,8,ñkêº,8,1,,0,1,92,8,1,22.0,8,1
2008/6/23 2:00:00,20.3,8,1,0,1,8,1,,,0,1,1.3,8,ìÏìÏìå,8,1,,0,1,91,8,1,21.7,8,1
2008/6/23 3:00:00,20.0,8,1,0,1,8,1,,,0,1,0.7,8,ìÏ,8,1,,0,1,94,8,1,22.0,8,1
2008/6/23 4:00:00,20.0,8,1,0,1,8,1,,,0,1,1.2,8,êºñkêº,8,1,,0,1,94,8,1,22.0,8,1
2008/6/23 5:00:00,20.2,8,1,0,1,8,1,0,1,8,1,1.0,8,ìÏ,8,1,0.04,8,1,94,8,1,22.2,8,1
2008/6/23 6:00:00,20.3,8,1,0.0,0,8,1,0,1,8,1,1.1,8,ìåìÏìå,8,1,0.11,8,1,92,8,1,22.0,8,1
2008/6/23 7:00:00,20.6,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkêº,8,1,0.24,8,1,89,8,1,21.6,8,1
2008/6/23 8:00:00,22.7,8,1,0,1,8,1,0.5,0,8,1,1.0,8,ìÏìÏêº,8,1,1.59,8,1,78,8,1,21.6,8,1
2008/6/23 9:00:00,24.2,8,1,0,1,8,1,0.5,0,8,1,0.9,8,ìåìÏìå,8,1,2.32,8,1,69,8,1,20.9,8,1
2008/6/23 10:00:00,23.8,8,1,0,1,8,1,0.3,0,8,1,1.9,8,ìÏìÏìå,8,1,1.64,8,1,69,8,1,20.4,8,1
2008/6/23 11:00:00,22.3,8,1,0.0,0,8,1,0,1,8,1,5.6,8,ìÏêº,8,1,0.42,8,1,78,8,1,21.0,8,1
2008/6/23 12:00:00,21.1,8,1,0.0,0,8,1,0,1,8,1,3.1,8,ìÏêº,8,1,0.23,8,1,84,8,1,21.0,8,1
2008/6/23 13:00:00,21.7,8,1,0.0,0,8,1,0,1,8,1,1.0,8,êºñkêº,8,1,0.60,8,1,82,8,1,21.3,8,1
2008/6/23 14:00:00,22.4,8,1,0.0,0,8,1,0,1,8,1,2.6,8,êº,8,1,0.85,8,1,78,8,1,21.2,8,1
2008/6/23 15:00:00,22.3,8,1,0.0,0,8,1,0,1,8,1,0.7,8,êºñkêº,8,1,0.67,8,1,76,8,1,20.5,8,1
2008/6/23 16:00:00,23.1,8,1,0.0,0,8,1,0.1,0,8,1,1.2,8,ñkñkìå,8,1,1.15,8,1,70,8,1,19.7,8,1
2008/6/23 17:00:00,23.7,8,1,0,1,8,1,0.4,0,8,1,1.4,8,ñkêº,8,1,1.14,8,1,70,8,1,20.5,8,1
2008/6/23 18:00:00,22.5,8,1,0,1,8,1,0,1,8,1,3.0,8,ìÏêº,8,1,0.24,8,1,75,8,1,20.4,8,1
2008/6/23 19:00:00,21.7,8,1,0,1,8,1,0,1,8,1,1.3,8,êº,8,1,0.08,8,1,77,8,1,20.0,8,1
2008/6/23 20:00:00,21.1,8,1,0,1,8,1,0,1,8,1,2.2,8,êº,8,1,0.00,8,1,81,8,1,20.2,8,1
2008/6/23 21:00:00,20.5,8,1,0,1,8,1,,,0,1,2.2,8,ñkêº,8,1,,0,1,83,8,1,20.0,8,1
2008/6/23 22:00:00,20.0,8,1,0.0,0,8,1,,,0,1,1.1,8,êº,8,1,,0,1,86,8,1,20.1,8,1
2008/6/23 23:00:00,19.5,8,1,1.0,0,8,1,,,0,1,1.7,8,ñkñkìå,8,1,,0,1,91,8,1,20.6,8,1
2008/6/24 00:00:00,19.5,8,1,0.5,0,8,1,,,0,1,1.2,8,ìÏìå,8,1,,0,1,91,8,1,20.6,8,1
2008/6/24 1:00:00,19.1,8,1,0.0,0,8,1,,,0,1,0.9,8,ìÏìÏìå,8,1,,0,1,92,8,1,20.4,8,1
2008/6/24 2:00:00,19.2,8,1,0.0,0,8,1,,,0,1,0.8,8,ñkêº,8,1,,0,1,92,8,1,20.5,8,1
2008/6/24 3:00:00,19.2,8,1,0,1,8,1,,,0,1,1.0,8,ìÏêº,8,1,,0,1,90,8,1,20.0,8,1
2008/6/24 4:00:00,19.1,8,1,0,1,8,1,,,0,1,0.6,8,êºñkêº,8,1,,0,1,90,8,1,19.9,8,1
2008/6/24 5:00:00,19.1,8,1,0,1,8,1,0,1,8,1,0.9,8,ìÏêº,8,1,0.01,8,1,91,8,1,20.1,8,1
2008/6/24 6:00:00,19.4,8,1,0,1,8,1,0,1,8,1,0.9,8,ìÏ,8,1,0.08,8,1,90,8,1,20.2,8,1
2008/6/24 7:00:00,20.5,8,1,0,1,8,1,0.1,0,8,1,0.6,8,ìÏêº,8,1,0.55,8,1,83,8,1,20.0,8,1
2008/6/24 8:00:00,21.3,8,1,0,1,8,1,0.3,0,8,1,0.7,8,ìÏêº,8,1,1.22,8,1,78,8,1,19.7,8,1
2008/6/24 9:00:00,23.5,8,1,0,1,8,1,0.8,0,8,1,1.2,8,ìåñkìå,8,1,2.33,8,1,68,8,1,19.7,8,1
2008/6/24 10:00:00,24.2,8,1,0,1,8,1,0.5,0,8,1,0.6,8,êºìÏêº,8,1,2.09,8,1,61,8,1,18.4,8,1
2008/6/24 11:00:00,25.7,8,1,0,1,8,1,0.5,0,8,1,2.1,8,ìÏêº,8,1,2.23,8,1,61,8,1,20.1,8,1
