É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 02:34:20

,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR
1998/10/16 20:00:00,19.0,8,1,0.0,0,8,1,,,0,1,1.8,8,ìå,8,1,,0,1,94,8,1,20.6,8,1
1998/10/16 21:00:00,18.7,8,1,0.0,0,8,1,,,0,1,0.9,8,ìÏêº,8,1,,0,1,95,8,1,20.5,8,1
1998/10/16 22:00:00,18.7,8,1,1.0,0,8,1,,,0,1,0.4,8,ñkêº,8,1,,0,1,97,8,1,20.9,8,1
1998/10/16 23:00:00,18.1,8,1,1.5,0,8,1,,,0,1,1.5,8,êºñkêº,8,1,,0,1,94,8,1,19.5,8,1
1998/10/17 00:00:00,17.9,8,1,1.0,0,8,1,,,0,1,1.9,8,ìÏìÏêº,8,1,,0,1,95,8,1,19.5,8,1
1998/10/17 1:00:00,18.0,8,1,0.5,0,8,1,,,0,1,1.3,8,ìÏìÏìå,8,1,,0,1,96,8,1,19.9,8,1
1998/10/17 2:00:00,17.9,8,1,1.0,0,8,1,,,0,1,1.5,8,ìÏìÏêº,8,1,,0,1,96,8,1,19.7,8,1
1998/10/17 3:00:00,17.7,8,1,1.0,0,8,1,,,0,1,0.9,8,ìÏìÏêº,8,1,,0,1,96,8,1,19.5,8,1
1998/10/17 4:00:00,17.5,8,1,2.5,0,8,1,,,0,1,0.7,8,ìÏìÏêº,8,1,,0,1,97,8,1,19.4,8,1
1998/10/17 5:00:00,17.5,8,1,3.0,0,8,1,,,0,1,0.3,8,ìÏìå,8,1,,0,1,97,8,1,19.4,8,1
1998/10/17 6:00:00,17.8,8,1,2.5,0,8,1,,,0,1,1.0,8,ìÏêº,8,1,0.00,8,1,97,8,1,19.7,8,1
1998/10/17 7:00:00,18.2,8,1,2.5,0,8,1,0,1,8,1,1.6,8,ìÏìå,8,1,0.01,8,1,95,8,1,19.9,8,1
1998/10/17 8:00:00,18.2,8,1,3.5,0,8,1,0,1,8,1,2.4,8,ìÏêº,8,1,0.07,8,1,96,8,1,20.1,8,1
1998/10/17 9:00:00,18.3,8,1,3.5,0,8,1,0,1,8,1,1.9,8,ìÏìÏìå,8,1,0.11,8,1,96,8,1,20.2,8,1
1998/10/17 10:00:00,18.6,8,1,1.5,0,8,1,0,1,8,1,1.7,8,ñkñkêº,8,1,0.22,8,1,96,8,1,20.5,8,1
1998/10/17 11:00:00,19.0,8,1,1.0,0,8,1,0,1,8,1,1.5,8,ìå,8,1,0.30,8,1,95,8,1,20.9,8,1
1998/10/17 12:00:00,18.9,8,1,0.5,0,8,1,0,1,8,1,2.3,8,ìå,8,1,0.26,8,1,95,8,1,20.8,8,1
1998/10/17 13:00:00,19.2,8,1,1.0,0,8,1,0,1,8,1,1.8,8,ñkñkìå,8,1,0.25,8,1,94,8,1,20.9,8,1
1998/10/17 14:00:00,19.1,8,1,4.5,0,8,1,0,1,8,1,0.6,8,ìÏìÏìå,8,1,0.17,8,1,96,8,1,21.2,8,1
1998/10/17 15:00:00,18.8,8,1,5.5,0,8,1,0,1,8,1,2.1,8,ìå,8,1,0.09,8,1,96,8,1,20.8,8,1
1998/10/17 16:00:00,18.8,8,1,1.5,0,8,1,0,1,8,1,0.8,8,ìå,8,1,0.07,8,1,96,8,1,20.8,8,1
1998/10/17 17:00:00,19.2,8,1,8.0,0,8,1,0,1,8,1,1.8,8,ñkñkêº,8,1,0.01,8,1,97,8,1,21.6,8,1
1998/10/17 18:00:00,19.2,8,1,3.0,0,8,1,0,1,8,1,1.1,8,êºìÏêº,8,1,0.00,8,1,97,8,1,21.6,8,1
1998/10/17 19:00:00,19.7,8,1,2.0,0,8,1,,,0,1,0.9,8,ñkêº,8,1,,0,1,96,8,1,22.0,8,1
1998/10/17 20:00:00,19.0,8,1,0.0,0,8,1,,,0,1,1.7,8,êºìÏêº,8,1,,0,1,97,8,1,21.3,8,1
1998/10/17 21:00:00,18.9,8,1,0.0,0,8,1,,,0,1,1.9,8,ìÏ,8,1,,0,1,97,8,1,21.2,8,1
1998/10/17 22:00:00,18.9,8,1,0,1,8,1,,,0,1,2.9,8,ìÏìÏêº,8,1,,0,1,97,8,1,21.2,8,1
1998/10/17 23:00:00,18.8,8,1,0,1,8,1,,,0,1,1.1,8,ìÏìÏêº,8,1,,0,1,97,8,1,21.0,8,1
1998/10/18 00:00:00,18.4,8,1,0,1,8,1,,,0,1,1.0,8,ìÏìå,8,1,,0,1,98,8,1,20.8,8,1
1998/10/18 1:00:00,18.6,8,1,0.0,0,8,1,,,0,1,3.3,8,ìÏêº,8,1,,0,1,97,8,1,20.8,8,1
1998/10/18 2:00:00,19.2,8,1,0.5,0,8,1,,,0,1,1.3,8,ìåìÏìå,8,1,,0,1,94,8,1,20.9,8,1
1998/10/18 3:00:00,22.2,8,1,2.5,0,8,1,,,0,1,5.8,8,ìÏêº,8,1,,0,1,84,8,1,22.5,8,1
1998/10/18 4:00:00,28.4,8,1,1.0,0,8,1,,,0,1,11.2,8,ìÏìÏêº,8,1,,0,1,67,8,1,26.0,8,1
1998/10/18 5:00:00,29.1,8,1,0,1,8,1,,,0,1,6.9,8,ìÏêº,8,1,,0,1,61,8,1,24.6,8,1
1998/10/18 6:00:00,28.7,8,1,0,1,8,1,,,0,1,11.8,8,êº,8,1,0.00,8,1,56,8,1,22.1,8,1
1998/10/18 7:00:00,25.0,8,1,0,1,8,1,0,1,8,1,9.4,8,êº,8,1,0.05,8,1,71,8,1,22.5,8,1
1998/10/18 8:00:00,24.8,8,1,0,1,8,1,0.3,0,8,1,7.2,8,êº,8,1,0.57,8,1,75,8,1,23.5,8,1
1998/10/18 9:00:00,24.0,8,1,0.0,0,8,1,0.4,0,8,1,5.2,8,êº,8,1,0.86,8,1,79,8,1,23.5,8,1
1998/10/18 10:00:00,21.8,8,1,0.5,0,8,1,0,1,8,1,10.8,8,êº,8,1,0.33,8,1,87,8,1,22.7,8,1
1998/10/18 11:00:00,23.1,8,1,0.0,0,8,1,0,1,8,1,8.3,8,êº,8,1,0.65,8,1,81,8,1,22.9,8,1
1998/10/18 12:00:00,19.9,8,1,1.0,0,8,1,0.2,0,8,1,6.2,8,êºñkêº,8,1,1.10,8,1,87,8,1,20.2,8,1
1998/10/18 13:00:00,19.5,8,1,0.0,0,8,1,0,1,8,1,4.7,8,êºìÏêº,8,1,0.87,8,1,86,8,1,19.5,8,1
1998/10/18 14:00:00,19.1,8,1,0.0,0,8,1,0,1,8,1,3.7,8,êº,8,1,0.33,8,1,84,8,1,18.5,8,1
1998/10/18 15:00:00,19.5,8,1,0.0,0,8,1,0,1,8,1,2.4,8,ìÏêº,8,1,0.20,8,1,81,8,1,18.4,8,1
1998/10/18 16:00:00,20.2,8,1,0,1,8,1,0,1,8,1,2.6,8,ìÏìÏêº,8,1,0.27,8,1,77,8,1,18.2,8,1
1998/10/18 17:00:00,19.3,8,1,0.0,0,8,1,0,1,8,1,3.2,8,ìÏêº,8,1,0.06,8,1,79,8,1,17.7,8,1
1998/10/18 18:00:00,18.7,8,1,0.0,0,8,1,0,1,8,1,4.4,8,ìÏêº,8,1,0.00,8,1,84,8,1,18.1,8,1
1998/10/18 19:00:00,18.2,8,1,0.0,0,8,1,,,0,1,2.4,8,ìÏêº,8,1,,0,1,88,8,1,18.4,8,1
1998/10/18 20:00:00,17.9,8,1,0,1,8,1,,,0,1,1.1,8,ìÏìÏêº,8,1,,0,1,91,8,1,18.6,8,1
1998/10/18 21:00:00,17.8,8,1,0,1,8,1,,,0,1,1.2,8,ìÏêº,8,1,,0,1,91,8,1,18.5,8,1
1998/10/18 22:00:00,17.6,8,1,0,1,8,1,,,0,1,1.9,8,ìÏêº,8,1,,0,1,90,8,1,18.1,8,1
1998/10/18 23:00:00,17.7,8,1,0,1,8,1,,,0,1,2.3,8,ìÏêº,8,1,,0,1,89,8,1,18.1,8,1
1998/10/19 00:00:00,16.7,8,1,0,1,8,1,,,0,1,2.1,8,ìÏìÏêº,8,1,,0,1,93,8,1,17.7,8,1
1998/10/19 1:00:00,16.5,8,1,0,1,8,1,,,0,1,2.3,8,ìÏêº,8,1,,0,1,92,8,1,17.3,8,1
1998/10/19 2:00:00,16.1,8,1,0,1,8,1,,,0,1,2.7,8,ìÏêº,8,1,,0,1,91,8,1,16.6,8,1
1998/10/19 3:00:00,15.5,8,1,0,1,8,1,,,0,1,2.6,8,ìÏêº,8,1,,0,1,91,8,1,16.0,8,1
1998/10/19 4:00:00,15.0,8,1,0,1,8,1,,,0,1,2.6,8,ìÏêº,8,1,,0,1,90,8,1,15.4,8,1
1998/10/19 5:00:00,15.1,8,1,0,1,8,1,,,0,1,2.9,8,ìÏêº,8,1,,0,1,88,8,1,15.1,8,1
1998/10/19 6:00:00,14.9,8,1,0,1,8,1,,,0,1,2.8,8,êºìÏêº,8,1,0.00,8,1,89,8,1,15.1,8,1
1998/10/19 7:00:00,16.4,8,1,0,1,8,1,0.2,0,8,1,2.7,8,ìÏêº,8,1,0.19,8,1,83,8,1,15.5,8,1
1998/10/19 8:00:00,19.4,8,1,0,1,8,1,0.9,0,8,1,2.8,8,ìÏêº,8,1,0.96,8,1,74,8,1,16.7,8,1
1998/10/19 9:00:00,21.9,8,1,0,1,8,1,0.8,0,8,1,3.5,8,ìÏìÏêº,8,1,1.43,8,1,64,8,1,16.8,8,1
1998/10/19 10:00:00,23.4,8,1,0,1,8,1,0.9,0,8,1,4.8,8,ìÏìÏêº,8,1,1.98,8,1,53,8,1,15.3,8,1
1998/10/19 11:00:00,23.6,8,1,0,1,8,1,0,1,8,1,3.1,8,êºìÏêº,8,1,1.22,8,1,50,8,1,14.6,8,1
1998/10/19 12:00:00,23.6,8,1,0,1,8,1,0,1,8,1,7.2,8,êº,8,1,1.34,8,1,45,8,1,13.1,8,1
1998/10/19 13:00:00,22.2,8,1,0,1,8,1,0.4,0,8,1,7.8,8,êºñkêº,8,1,1.80,8,1,58,8,1,15.6,8,1
1998/10/19 14:00:00,20.7,8,1,0.0,0,8,1,0.3,0,8,1,8.4,8,êºñkêº,8,1,1.27,8,1,68,8,1,16.6,8,1
1998/10/19 15:00:00,21.5,8,1,0.0,0,8,1,0.6,0,8,1,7.2,8,êº,8,1,1.30,8,1,62,8,1,15.9,8,1
1998/10/19 16:00:00,20.3,8,1,0,1,8,1,0.5,0,8,1,8.4,8,êºñkêº,8,1,0.78,8,1,61,8,1,14.5,8,1
1998/10/19 17:00:00,19.5,8,1,0,1,8,1,0,1,8,1,2.2,8,ìÏêº,8,1,0.16,8,1,65,8,1,14.8,8,1
1998/10/19 18:00:00,18.8,8,1,0.0,0,8,1,0,1,8,1,4.2,8,êº,8,1,0.00,8,1,67,8,1,14.5,8,1
1998/10/19 19:00:00,18.4,8,1,0.0,0,8,1,,,0,1,3.7,8,êº,8,1,,0,1,68,8,1,14.4,8,1
1998/10/19 20:00:00,18.0,8,1,0,1,8,1,,,0,1,3.5,8,êº,8,1,,0,1,67,8,1,13.8,8,1
1998/10/19 21:00:00,17.5,8,1,0,1,8,1,,,0,1,3.2,8,êº,8,1,,0,1,67,8,1,13.4,8,1
1998/10/19 22:00:00,17.0,8,1,0,1,8,1,,,0,1,2.1,8,ìÏìÏêº,8,1,,0,1,68,8,1,13.2,8,1
1998/10/19 23:00:00,16.4,8,1,0,1,8,1,,,0,1,1.0,8,ìÏìÏêº,8,1,,0,1,71,8,1,13.2,8,1
1998/10/20 00:00:00,16.7,8,1,0,1,8,1,,,0,1,1.5,8,ìÏìÏêº,8,1,,0,1,68,8,1,12.9,8,1
1998/10/20 1:00:00,15.4,8,1,0,1,8,1,,,0,1,1.1,8,ìÏ,8,1,,0,1,82,8,1,14.3,8,1
1998/10/20 2:00:00,15.9,8,1,0,1,8,1,,,0,1,1.9,8,ñkêº,8,1,,0,1,74,8,1,13.4,8,1
1998/10/20 3:00:00,15.5,8,1,0,1,8,1,,,0,1,1.0,8,ñkñkìå,8,1,,0,1,81,8,1,14.3,8,1
1998/10/20 4:00:00,15.6,8,1,0,1,8,1,,,0,1,1.8,8,ìå,8,1,,0,1,82,8,1,14.5,8,1
1998/10/20 5:00:00,14.5,8,1,0.0,0,8,1,,,0,1,2.7,8,ìå,8,1,,0,1,89,8,1,14.7,8,1
1998/10/20 6:00:00,14.6,8,1,0.0,0,8,1,,,0,1,1.2,8,ìå,8,1,0.00,8,1,85,8,1,14.1,8,1
1998/10/20 7:00:00,14.5,8,1,0.0,0,8,1,0,1,8,1,0.3,8,ìÏìÏìå,8,1,0.00,8,1,89,8,1,14.7,8,1
1998/10/20 8:00:00,15.4,8,1,0.0,0,8,1,0,1,8,1,0.7,8,ìÏêº,8,1,0.07,8,1,85,8,1,14.9,8,1
1998/10/20 9:00:00,15.5,8,1,0.0,0,8,1,0,1,8,1,0.7,8,ìÏ,8,1,0.24,8,1,83,8,1,14.6,8,1
1998/10/20 10:00:00,16.5,8,1,0.0,0,8,1,0,1,8,1,1.7,8,ñkìå,8,1,0.53,8,1,74,8,1,13.9,8,1
1998/10/20 11:00:00,17.3,8,1,0.0,0,8,1,0,1,8,1,4.3,8,ñkñkìå,8,1,0.46,8,1,63,8,1,12.4,8,1
1998/10/20 12:00:00,17.5,8,1,0,1,8,1,0,1,8,1,6.0,8,ñkñkìå,8,1,0.60,8,1,62,8,1,12.4,8,1
1998/10/20 13:00:00,17.3,8,1,0,1,8,1,0,1,8,1,5.8,8,ñkñkìå,8,1,0.66,8,1,62,8,1,12.3,8,1
1998/10/20 14:00:00,17.3,8,1,0,1,8,1,0,1,8,1,6.4,8,ñkìå,8,1,0.64,8,1,62,8,1,12.3,8,1
1998/10/20 15:00:00,17.2,8,1,0,1,8,1,0,1,8,1,5.7,8,ñkìå,8,1,0.58,8,1,62,8,1,12.2,8,1
1998/10/20 16:00:00,17.0,8,1,0,1,8,1,0,1,8,1,6.5,8,ñkìå,8,1,0.19,8,1,65,8,1,12.6,8,1
1998/10/20 17:00:00,16.6,8,1,0,1,8,1,0,1,8,1,5.4,8,ñkìå,8,1,0.05,8,1,68,8,1,12.9,8,1
1998/10/20 18:00:00,16.5,8,1,0,1,8,1,0,1,8,1,5.9,8,ìåñkìå,8,1,0.00,8,1,69,8,1,12.9,8,1
1998/10/20 19:00:00,15.9,8,1,0,1,8,1,,,0,1,3.7,8,ìåñkìå,8,1,,0,1,69,8,1,12.4,8,1
1998/10/20 20:00:00,15.1,8,1,0,1,8,1,,,0,1,1.8,8,ìÏ,8,1,,0,1,79,8,1,13.6,8,1
1998/10/20 21:00:00,14.6,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏìå,8,1,,0,1,82,8,1,13.7,8,1
1998/10/20 22:00:00,14.6,8,1,0,1,8,1,,,0,1,1.7,8,ìåñkìå,8,1,,0,1,82,8,1,13.7,8,1
1998/10/20 23:00:00,15.1,8,1,0,1,8,1,,,0,1,0.8,8,ìÏìå,8,1,,0,1,77,8,1,13.2,8,1
1998/10/21 00:00:00,14.6,8,1,0,1,8,1,,,0,1,1.3,8,ìå,8,1,,0,1,82,8,1,13.7,8,1
1998/10/21 1:00:00,14.5,8,1,0,1,8,1,,,0,1,0.5,8,ñkêº,8,1,,0,1,83,8,1,13.7,8,1
1998/10/21 2:00:00,14.0,8,1,0,1,8,1,,,0,1,2.2,8,ìÏêº,8,1,,0,1,87,8,1,13.9,8,1
1998/10/21 3:00:00,13.7,8,1,0,1,8,1,,,0,1,1.7,8,ìÏìÏêº,8,1,,0,1,86,8,1,13.5,8,1
1998/10/21 4:00:00,13.6,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìÏêº,8,1,,0,1,87,8,1,13.6,8,1
1998/10/21 5:00:00,13.3,8,1,0,1,8,1,,,0,1,2.8,8,ìÏìÏêº,8,1,,0,1,89,8,1,13.6,8,1
1998/10/21 6:00:00,13.5,8,1,0,1,8,1,,,0,1,1.6,8,ñkìå,8,1,0.00,8,1,87,8,1,13.5,8,1
1998/10/21 7:00:00,13.9,8,1,0,1,8,1,0,1,8,1,0.8,8,êºìÏêº,8,1,0.00,8,1,86,8,1,13.7,8,1
1998/10/21 8:00:00,14.3,8,1,0,1,8,1,0,1,8,1,1.7,8,êº,8,1,0.06,8,1,84,8,1,13.7,8,1
1998/10/21 9:00:00,14.2,8,1,0,1,8,1,0,1,8,1,2.3,8,ìÏìÏêº,8,1,0.10,8,1,87,8,1,14.1,8,1
1998/10/21 10:00:00,14.8,8,1,0,1,8,1,0,1,8,1,0.4,8,êº,8,1,0.10,8,1,82,8,1,13.8,8,1
1998/10/21 11:00:00,15.4,8,1,0,1,8,1,0,1,8,1,0.6,8,ñk,8,1,0.13,8,1,78,8,1,13.7,8,1
1998/10/21 12:00:00,15.6,8,1,0,1,8,1,0,1,8,1,3.0,8,ìåñkìå,8,1,0.15,8,1,77,8,1,13.7,8,1
1998/10/21 13:00:00,15.1,8,1,0.0,0,8,1,0,1,8,1,3.0,8,ìåìÏìå,8,1,0.11,8,1,79,8,1,13.6,8,1
1998/10/21 14:00:00,15.7,8,1,0,1,8,1,0,1,8,1,1.5,8,ìåñkìå,8,1,0.14,8,1,77,8,1,13.7,8,1
1998/10/21 15:00:00,16.0,8,1,0,1,8,1,0,1,8,1,1.5,8,ìåìÏìå,8,1,0.14,8,1,76,8,1,13.8,8,1
1998/10/21 16:00:00,15.0,8,1,0,1,8,1,0,1,8,1,2.1,8,ìÏêº,8,1,0.07,8,1,83,8,1,14.1,8,1
1998/10/21 17:00:00,14.6,8,1,0,1,8,1,0,1,8,1,2.4,8,ìÏìÏêº,8,1,0.03,8,1,85,8,1,14.1,8,1
1998/10/21 18:00:00,14.5,8,1,0,1,8,1,0,1,8,1,1.6,8,ìÏêº,8,1,0.00,8,1,87,8,1,14.4,8,1
1998/10/21 19:00:00,14.7,8,1,0,1,8,1,,,0,1,2.2,8,ìÏêº,8,1,,0,1,85,8,1,14.2,8,1
1998/10/21 20:00:00,14.7,8,1,0,1,8,1,,,0,1,1.6,8,ìÏêº,8,1,,0,1,85,8,1,14.2,8,1
1998/10/21 21:00:00,14.3,8,1,0,1,8,1,,,0,1,1.9,8,êºìÏêº,8,1,,0,1,87,8,1,14.2,8,1
1998/10/21 22:00:00,13.1,8,1,0,1,8,1,,,0,1,0.5,8,ìÏ,8,1,,0,1,93,8,1,14.0,8,1
1998/10/21 23:00:00,13.8,8,1,0,1,8,1,,,0,1,0.9,8,ìÏêº,8,1,,0,1,90,8,1,14.2,8,1
1998/10/22 00:00:00,13.8,8,1,0,1,8,1,,,0,1,1.5,8,ìÏ,8,1,,0,1,88,8,1,13.8,8,1
1998/10/22 1:00:00,13.7,8,1,0,1,8,1,,,0,1,1.3,8,êºìÏêº,8,1,,0,1,88,8,1,13.7,8,1
1998/10/22 2:00:00,13.3,8,1,0,1,8,1,,,0,1,1.3,8,ìÏ,8,1,,0,1,90,8,1,13.7,8,1
1998/10/22 3:00:00,13.4,8,1,0,1,8,1,,,0,1,2.1,8,ìÏêº,8,1,,0,1,90,8,1,13.8,8,1
1998/10/22 4:00:00,13.4,8,1,0,1,8,1,,,0,1,1.8,8,êº,8,1,,0,1,91,8,1,14.0,8,1
1998/10/22 5:00:00,13.0,8,1,0,1,8,1,,,0,1,1.8,8,ìå,8,1,,0,1,94,8,1,14.1,8,1
1998/10/22 6:00:00,13.2,8,1,0,1,8,1,,,0,1,0.4,8,ìÏêº,8,1,0.00,8,1,93,8,1,14.1,8,1
1998/10/22 7:00:00,14.0,8,1,0,1,8,1,0,1,8,1,1.4,8,ìÏêº,8,1,0.03,8,1,92,8,1,14.7,8,1
1998/10/22 8:00:00,15.7,8,1,0,1,8,1,0,1,8,1,0.6,8,êºñkêº,8,1,0.24,8,1,86,8,1,15.4,8,1
1998/10/22 9:00:00,17.2,8,1,0,1,8,1,0.1,0,8,1,1.8,8,ñkìå,8,1,0.77,8,1,73,8,1,14.3,8,1
1998/10/22 10:00:00,19.3,8,1,0,1,8,1,0.8,0,8,1,3.9,8,ñkñkìå,8,1,1.69,8,1,65,8,1,14.6,8,1
1998/10/22 11:00:00,19.6,8,1,0,1,8,1,0.9,0,8,1,4.9,8,ñkìå,8,1,2.04,8,1,64,8,1,14.6,8,1
1998/10/22 12:00:00,20.2,8,1,0,1,8,1,0.9,0,8,1,7.9,8,ñkìå,8,1,2.19,8,1,63,8,1,14.9,8,1
1998/10/22 13:00:00,19.7,8,1,0,1,8,1,0.9,0,8,1,7.3,8,ñkñkìå,8,1,1.99,8,1,61,8,1,14.0,8,1
1998/10/22 14:00:00,19.6,8,1,0,1,8,1,0.7,0,8,1,6.0,8,ñkñkìå,8,1,1.57,8,1,63,8,1,14.4,8,1
1998/10/22 15:00:00,19.0,8,1,0,1,8,1,0.4,0,8,1,5.9,8,ñkñkìå,8,1,1.03,8,1,66,8,1,14.5,8,1
1998/10/22 16:00:00,18.4,8,1,0,1,8,1,0,1,8,1,5.3,8,ñkñkìå,8,1,0.45,8,1,68,8,1,14.4,8,1
1998/10/22 17:00:00,17.9,8,1,0,1,8,1,0,1,8,1,5.0,8,ñkñkìå,8,1,0.11,8,1,71,8,1,14.6,8,1
1998/10/22 18:00:00,17.7,8,1,0,1,8,1,0,1,8,1,5.4,8,ñkìå,8,1,0.00,8,1,71,8,1,14.4,8,1
1998/10/22 19:00:00,17.5,8,1,0,1,8,1,,,0,1,3.9,8,ìåñkìå,8,1,,0,1,72,8,1,14.4,8,1
1998/10/22 20:00:00,15.9,8,1,0,1,8,1,,,0,1,1.2,8,ìå,8,1,,0,1,82,8,1,14.8,8,1
1998/10/22 21:00:00,14.6,8,1,0,1,8,1,,,0,1,1.6,8,ìå,8,1,,0,1,90,8,1,15.0,8,1
1998/10/22 22:00:00,14.7,8,1,0,1,8,1,,,0,1,1.9,8,ìÏêº,8,1,,0,1,88,8,1,14.7,8,1
1998/10/22 23:00:00,13.8,8,1,0,1,8,1,,,0,1,1.8,8,ìÏìÏêº,8,1,,0,1,90,8,1,14.2,8,1
1998/10/23 00:00:00,14.1,8,1,0,1,8,1,,,0,1,2.0,8,êºìÏêº,8,1,,0,1,89,8,1,14.3,8,1
1998/10/23 1:00:00,13.7,8,1,0,1,8,1,,,0,1,1.9,8,ìÏêº,8,1,,0,1,89,8,1,13.9,8,1
1998/10/23 2:00:00,13.5,8,1,0,1,8,1,,,0,1,1.6,8,êºìÏêº,8,1,,0,1,89,8,1,13.7,8,1
1998/10/23 3:00:00,13.9,8,1,0,1,8,1,,,0,1,0.9,8,ìÏêº,8,1,,0,1,87,8,1,13.8,8,1
1998/10/23 4:00:00,13.4,8,1,0,1,8,1,,,0,1,0.9,8,ñkñkêº,8,1,,0,1,89,8,1,13.7,8,1
1998/10/23 5:00:00,13.3,8,1,0,1,8,1,,,0,1,1.5,8,êºñkêº,8,1,,0,1,89,8,1,13.6,8,1
1998/10/23 6:00:00,13.7,8,1,0,1,8,1,,,0,1,1.1,8,ìÏ,8,1,0.00,8,1,87,8,1,13.7,8,1
1998/10/23 7:00:00,13.6,8,1,0,1,8,1,0,1,8,1,1.5,8,êº,8,1,0.05,8,1,90,8,1,14.0,8,1
1998/10/23 8:00:00,15.4,8,1,0,1,8,1,0,1,8,1,0.7,8,ìÏìÏêº,8,1,0.28,8,1,82,8,1,14.3,8,1
1998/10/23 9:00:00,16.2,8,1,0,1,8,1,0,1,8,1,1.5,8,ìÏ,8,1,0.36,8,1,81,8,1,14.9,8,1
1998/10/23 10:00:00,18.2,8,1,0,1,8,1,0,1,8,1,0.5,8,ìå,8,1,0.96,8,1,63,8,1,13.1,8,1
1998/10/23 11:00:00,20.2,8,1,0,1,8,1,0,1,8,1,2.0,8,ìÏìÏêº,8,1,1.26,8,1,55,8,1,13.0,8,1
1998/10/23 12:00:00,19.3,8,1,0,1,8,1,0,1,8,1,1.2,8,ìåñkìå,8,1,0.62,8,1,70,8,1,15.7,8,1
1998/10/23 13:00:00,19.7,8,1,0,1,8,1,0,1,8,1,1.3,8,ìåñkìå,8,1,0.71,8,1,66,8,1,15.2,8,1
1998/10/23 14:00:00,20.1,8,1,0,1,8,1,0,1,8,1,0.9,8,ìåñkìå,8,1,0.78,8,1,64,8,1,15.1,8,1
1998/10/23 15:00:00,20.1,8,1,0,1,8,1,0,1,8,1,0.7,8,ìå,8,1,0.57,8,1,62,8,1,14.6,8,1
1998/10/23 16:00:00,19.8,8,1,0,1,8,1,0,1,8,1,0.9,8,ñk,8,1,0.29,8,1,65,8,1,15.0,8,1
1998/10/23 17:00:00,18.7,8,1,0,1,8,1,0,1,8,1,0.9,8,ìÏ,8,1,0.03,8,1,71,8,1,15.3,8,1
1998/10/23 18:00:00,18.5,8,1,0,1,8,1,0,1,8,1,0.6,8,ìåìÏìå,8,1,0.00,8,1,73,8,1,15.6,8,1
1998/10/23 19:00:00,17.8,8,1,0,1,8,1,,,0,1,1.3,8,êº,8,1,,0,1,79,8,1,16.1,8,1
1998/10/23 20:00:00,16.9,8,1,0,1,8,1,,,0,1,2.2,8,ìÏìÏêº,8,1,,0,1,84,8,1,16.2,8,1
1998/10/23 21:00:00,16.8,8,1,0,1,8,1,,,0,1,1.4,8,êºìÏêº,8,1,,0,1,83,8,1,15.9,8,1
1998/10/23 22:00:00,16.4,8,1,0,1,8,1,,,0,1,1.6,8,ìÏêº,8,1,,0,1,83,8,1,15.5,8,1
1998/10/23 23:00:00,16.5,8,1,0,1,8,1,,,0,1,1.5,8,êºìÏêº,8,1,,0,1,82,8,1,15.4,8,1
1998/10/24 00:00:00,15.5,8,1,0,1,8,1,,,0,1,1.0,8,ìÏêº,8,1,,0,1,90,8,1,15.9,8,1
1998/10/24 1:00:00,15.5,8,1,0,1,8,1,,,0,1,1.3,8,ìÏìÏêº,8,1,,0,1,89,8,1,15.7,8,1
1998/10/24 2:00:00,16.0,8,1,0,1,8,1,,,0,1,1.4,8,êºìÏêº,8,1,,0,1,85,8,1,15.5,8,1
1998/10/24 3:00:00,15.5,8,1,0,1,8,1,,,0,1,1.4,8,ìÏêº,8,1,,0,1,88,8,1,15.5,8,1
1998/10/24 4:00:00,15.1,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏìå,8,1,,0,1,91,8,1,15.6,8,1
1998/10/24 5:00:00,15.4,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏêº,8,1,,0,1,88,8,1,15.4,8,1
1998/10/24 6:00:00,15.3,8,1,0,1,8,1,,,0,1,1.2,8,ìÏêº,8,1,0.00,8,1,88,8,1,15.3,8,1
1998/10/24 7:00:00,15.4,8,1,0,1,8,1,0,1,8,1,0.9,8,êºìÏêº,8,1,0.03,8,1,88,8,1,15.4,8,1
1998/10/24 8:00:00,16.3,8,1,0,1,8,1,0,1,8,1,1.4,8,êº,8,1,0.28,8,1,82,8,1,15.2,8,1
1998/10/24 9:00:00,17.8,8,1,0,1,8,1,0,1,8,1,0.9,8,êºìÏêº,8,1,0.68,8,1,73,8,1,14.9,8,1
1998/10/24 10:00:00,18.9,8,1,0,1,8,1,0.3,0,8,1,1.2,8,ñkêº,8,1,1.12,8,1,73,8,1,16.0,8,1
1998/10/24 11:00:00,19.3,8,1,0,1,8,1,0.2,0,8,1,1.0,8,ìåìÏìå,8,1,1.18,8,1,68,8,1,15.3,8,1
1998/10/24 12:00:00,20.8,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ñkñkìå,8,1,2.26,8,1,61,8,1,15.0,8,1
