É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 08:34:07

,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{
2008/12/16 16:00:00,12.0,8,1,0,1,8,1,1.0,0,8,1,2.8,8,ìÏìÏìå,8,1,0.92,8,1,42,8,1,5.9,8,1
2008/12/16 17:00:00,11.0,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ìÏìÏêº,8,1,0.30,8,1,45,8,1,5.9,8,1
2008/12/16 18:00:00,9.1,8,1,0,1,8,1,0.0,0,8,1,0.7,8,êºìÏêº,8,1,0.00,8,1,60,8,1,6.9,8,1
2008/12/16 19:00:00,7.8,8,1,0,1,8,1,0,1,8,1,1.9,8,ñkêº,8,1,0,8,1,65,8,1,6.9,8,1
2008/12/16 20:00:00,6.8,8,1,0,1,8,1,0,1,8,1,1.8,8,ñkêº,8,1,0,8,1,72,8,1,7.1,8,1
2008/12/16 21:00:00,5.9,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkêº,8,1,0,8,1,77,8,1,7.2,8,1
2008/12/16 22:00:00,5.7,8,1,0,1,8,1,0,1,8,1,1.2,8,ñkñkìå,8,1,0,8,1,77,8,1,7.1,8,1
2008/12/16 23:00:00,5.1,8,1,0,1,8,1,0,1,8,1,1.5,8,ñk,8,1,0,8,1,79,8,1,6.9,8,1
2008/12/17 00:00:00,5.1,8,1,0,1,8,1,0,1,8,1,1.8,8,ñk,8,1,0,8,1,80,8,1,7.0,8,1
2008/12/17 1:00:00,4.8,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkñkìå,8,1,0,8,1,84,8,1,7.2,8,1
2008/12/17 2:00:00,4.1,8,1,0,1,8,1,0,1,8,1,2.1,8,ñkñkìå,8,1,0,8,1,88,8,1,7.2,8,1
2008/12/17 3:00:00,3.7,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkñkêº,8,1,0,8,1,89,8,1,7.1,8,1
2008/12/17 4:00:00,3.5,8,1,0,1,8,1,0,1,8,1,2.2,8,ñkñkìå,8,1,0,8,1,91,8,1,7.1,8,1
2008/12/17 5:00:00,3.5,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkìå,8,1,0,8,1,91,8,1,7.1,8,1
2008/12/17 6:00:00,3.3,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkñkìå,8,1,0,8,1,91,8,1,7.0,8,1
2008/12/17 7:00:00,2.6,8,1,0,1,8,1,0,1,8,1,2.6,8,ñkñkìå,8,1,0.00,8,1,92,8,1,6.8,8,1
2008/12/17 8:00:00,2.8,8,1,0,1,8,1,0.4,0,8,1,2.1,8,ñkñkìå,8,1,0.09,8,1,91,8,1,6.8,8,1
2008/12/17 9:00:00,5.2,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ñkñkìå,8,1,0.61,8,1,82,8,1,7.3,8,1
2008/12/17 10:00:00,8.2,8,1,0,1,8,1,1.0,0,8,1,0.6,8,ñkìå,8,1,1.23,8,1,71,8,1,7.7,8,1
2008/12/17 11:00:00,10.3,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ìåìÏìå,8,1,1.71,8,1,61,8,1,7.6,8,1
2008/12/17 12:00:00,13.1,8,1,0,1,8,1,1.0,0,8,1,2.3,8,ñk,8,1,1.99,8,1,49,8,1,7.4,8,1
2008/12/17 13:00:00,14.3,8,1,0,1,8,1,1.0,0,8,1,1.2,8,êºñkêº,8,1,2.04,8,1,44,8,1,7.2,8,1
2008/12/17 14:00:00,14.5,8,1,0,1,8,1,1.0,0,8,1,1.9,8,êº,8,1,1.83,8,1,47,8,1,7.8,8,1
2008/12/17 15:00:00,14.6,8,1,0,1,8,1,1.0,0,8,1,2.0,8,êºìÏêº,8,1,1.43,8,1,49,8,1,8.1,8,1
2008/12/17 16:00:00,14.1,8,1,0,1,8,1,1.0,0,8,1,2.3,8,ñkñkêº,8,1,0.85,8,1,47,8,1,7.6,8,1
2008/12/17 17:00:00,13.1,8,1,0,1,8,1,0.8,0,8,1,1.7,8,êºñkêº,8,1,0.26,8,1,51,8,1,7.7,8,1
2008/12/17 18:00:00,10.9,8,1,0,1,8,1,0.0,0,8,1,0.6,8,ñkêº,8,1,0.00,8,1,63,8,1,8.2,8,1
2008/12/17 19:00:00,9.5,8,1,0,1,8,1,0,1,8,1,1.4,8,ìÏìå,8,1,0,8,1,71,8,1,8.4,8,1
2008/12/17 20:00:00,8.4,8,1,0,1,8,1,0,1,8,1,2.0,8,êº,8,1,0,8,1,77,8,1,8.5,8,1
2008/12/17 21:00:00,8.0,8,1,0,1,8,1,0,1,8,1,0.7,8,êº,8,1,0,8,1,79,8,1,8.5,8,1
2008/12/17 22:00:00,7.8,8,1,0,1,8,1,0,1,8,1,0.8,8,ñk,8,1,0,8,1,81,8,1,8.6,8,1
2008/12/17 23:00:00,6.9,8,1,0,1,8,1,0,1,8,1,0.3,8,ìåñkìå,8,1,0,8,1,84,8,1,8.4,8,1
2008/12/18 00:00:00,6.2,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkñkêº,8,1,0,8,1,85,8,1,8.1,8,1
2008/12/18 1:00:00,6.0,8,1,0,1,8,1,0,1,8,1,0.8,8,ñk,8,1,0,8,1,87,8,1,8.1,8,1
2008/12/18 2:00:00,5.5,8,1,0,1,8,1,0,1,8,1,1.2,8,ñkìå,8,1,0,8,1,89,8,1,8.0,8,1
2008/12/18 3:00:00,6.0,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0,8,1,86,8,1,8.0,8,1
2008/12/18 4:00:00,6.3,8,1,0,1,8,1,0,1,8,1,2.0,8,ñk,8,1,0,8,1,84,8,1,8.0,8,1
2008/12/18 5:00:00,5.9,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0,8,1,85,8,1,7.9,8,1
2008/12/18 6:00:00,5.7,8,1,0,1,8,1,0,1,8,1,1.0,8,ñk,8,1,0,8,1,87,8,1,8.0,8,1
2008/12/18 7:00:00,6.5,8,1,0,1,8,1,0,1,8,1,1.8,8,ñk,8,1,0.00,8,1,85,8,1,8.2,8,1
2008/12/18 8:00:00,6.9,8,1,0,1,8,1,0.0,0,8,1,1.8,8,ìåìÏìå,8,1,0.02,8,1,84,8,1,8.4,8,1
2008/12/18 9:00:00,9.7,8,1,0,1,8,1,0.0,0,8,1,2.7,8,ñkìå,8,1,0.20,8,1,74,8,1,8.9,8,1
2008/12/18 10:00:00,10.7,8,1,0,1,8,1,0.1,0,8,1,1.8,8,ñkêº,8,1,0.60,8,1,67,8,1,8.6,8,1
2008/12/18 11:00:00,11.6,8,1,0,1,8,1,0.1,0,8,1,4.7,8,ñkñkêº,8,1,0.80,8,1,56,8,1,7.6,8,1
2008/12/18 12:00:00,12.0,8,1,0,1,8,1,0.4,0,8,1,4.9,8,ñkêº,8,1,1.25,8,1,53,8,1,7.4,8,1
2008/12/18 13:00:00,12.7,8,1,0,1,8,1,1.0,0,8,1,5.0,8,ñkñkêº,8,1,2.01,8,1,46,8,1,6.8,8,1
2008/12/18 14:00:00,13.0,8,1,0,1,8,1,0.8,0,8,1,3.7,8,ñkêº,8,1,1.67,8,1,44,8,1,6.6,8,1
2008/12/18 15:00:00,12.4,8,1,0,1,8,1,1.0,0,8,1,4.5,8,ñkêº,8,1,1.51,8,1,45,8,1,6.5,8,1
2008/12/18 16:00:00,11.5,8,1,0,1,8,1,1.0,0,8,1,3.5,8,ñkêº,8,1,0.89,8,1,49,8,1,6.6,8,1
2008/12/18 17:00:00,10.6,8,1,0,1,8,1,0.8,0,8,1,2.7,8,ñkêº,8,1,0.28,8,1,52,8,1,6.6,8,1
2008/12/18 18:00:00,9.6,8,1,0,1,8,1,0.0,0,8,1,2.9,8,ñkñkêº,8,1,0.00,8,1,59,8,1,7.1,8,1
2008/12/18 19:00:00,8.7,8,1,0,1,8,1,0,1,8,1,3.0,8,ñkêº,8,1,0,8,1,58,8,1,6.5,8,1
2008/12/18 20:00:00,7.8,8,1,0,1,8,1,0,1,8,1,3.2,8,ñkêº,8,1,0,8,1,61,8,1,6.5,8,1
2008/12/18 21:00:00,6.7,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0,8,1,67,8,1,6.6,8,1
2008/12/18 22:00:00,5.6,8,1,0,1,8,1,0,1,8,1,1.9,8,ñkñkìå,8,1,0,8,1,75,8,1,6.8,8,1
2008/12/18 23:00:00,4.6,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0,8,1,79,8,1,6.7,8,1
2008/12/19 00:00:00,3.6,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkìå,8,1,0,8,1,84,8,1,6.6,8,1
2008/12/19 1:00:00,2.7,8,1,0,1,8,1,0,1,8,1,1.5,8,ñkêº,8,1,0,8,1,86,8,1,6.4,8,1
2008/12/19 2:00:00,2.5,8,1,0,1,8,1,0,1,8,1,1.8,8,ñkñkêº,8,1,0,8,1,85,8,1,6.2,8,1
2008/12/19 3:00:00,1.7,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkìå,8,1,0,8,1,87,8,1,6.0,8,1
2008/12/19 4:00:00,1.6,8,1,0,1,8,1,0,1,8,1,1.8,8,ñkñkêº,8,1,0,8,1,87,8,1,6.0,8,1
2008/12/19 5:00:00,0.9,8,1,0,1,8,1,0,1,8,1,2.3,8,ñkñkìå,8,1,0,8,1,87,8,1,5.7,8,1
2008/12/19 6:00:00,0.8,8,1,0,1,8,1,0,1,8,1,2.7,8,ñkñkìå,8,1,0,8,1,86,8,1,5.6,8,1
2008/12/19 7:00:00,0.8,8,1,0,1,8,1,0,1,8,1,2.1,8,ñk,8,1,0.00,8,1,87,8,1,5.6,8,1
2008/12/19 8:00:00,1.5,8,1,0,1,8,1,0.5,0,8,1,2.7,8,ñkñkìå,8,1,0.11,8,1,85,8,1,5.8,8,1
2008/12/19 9:00:00,4.1,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ñkìå,8,1,0.67,8,1,73,8,1,6.0,8,1
2008/12/19 10:00:00,7.0,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ñkñkìå,8,1,1.31,8,1,63,8,1,6.3,8,1
2008/12/19 11:00:00,9.6,8,1,0,1,8,1,1.0,0,8,1,0.6,8,ñkñkêº,8,1,1.77,8,1,47,8,1,5.6,8,1
2008/12/19 12:00:00,11.7,8,1,0,1,8,1,1.0,0,8,1,1.8,8,ñk,8,1,2.05,8,1,36,8,1,4.9,8,1
2008/12/19 13:00:00,12.9,8,1,0,1,8,1,1.0,0,8,1,0.8,8,ñk,8,1,2.11,8,1,36,8,1,5.4,8,1
2008/12/19 14:00:00,12.9,8,1,0,1,8,1,1.0,0,8,1,1.7,8,ìÏ,8,1,1.92,8,1,31,8,1,4.6,8,1
2008/12/19 15:00:00,13.2,8,1,0,1,8,1,1.0,0,8,1,0.9,8,êºìÏêº,8,1,1.51,8,1,37,8,1,5.6,8,1
2008/12/19 16:00:00,12.8,8,1,0,1,8,1,1.0,0,8,1,1.8,8,ìÏêº,8,1,0.95,8,1,42,8,1,6.2,8,1
2008/12/19 17:00:00,11.4,8,1,0,1,8,1,1.0,0,8,1,1.4,8,êºìÏêº,8,1,0.32,8,1,45,8,1,6.1,8,1
2008/12/19 18:00:00,9.0,8,1,0,1,8,1,0.0,0,8,1,1.6,8,êº,8,1,0.00,8,1,54,8,1,6.2,8,1
2008/12/19 19:00:00,7.2,8,1,0,1,8,1,0,1,8,1,1.1,8,êº,8,1,0,8,1,64,8,1,6.5,8,1
2008/12/19 20:00:00,6.5,8,1,0,1,8,1,0,1,8,1,2.0,8,ìÏêº,8,1,0,8,1,66,8,1,6.4,8,1
2008/12/19 21:00:00,4.8,8,1,0,1,8,1,0,1,8,1,1.4,8,êºñkêº,8,1,0,8,1,76,8,1,6.5,8,1
2008/12/19 22:00:00,4.5,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkñkêº,8,1,0,8,1,78,8,1,6.6,8,1
2008/12/19 23:00:00,3.9,8,1,0,1,8,1,0,1,8,1,2.3,8,ñkñkìå,8,1,0,8,1,76,8,1,6.1,8,1
2008/12/20 00:00:00,2.9,8,1,0,1,8,1,0,1,8,1,1.5,8,ñkñkìå,8,1,0,8,1,79,8,1,5.9,8,1
2008/12/20 1:00:00,2.7,8,1,0,1,8,1,0,1,8,1,2.5,8,ñk,8,1,0,8,1,78,8,1,5.8,8,1
2008/12/20 2:00:00,2.6,8,1,0,1,8,1,0,1,8,1,0.8,8,ìÏìå,8,1,0,8,1,79,8,1,5.8,8,1
2008/12/20 3:00:00,1.8,8,1,0,1,8,1,0,1,8,1,0.8,8,ñk,8,1,0,8,1,85,8,1,5.9,8,1
2008/12/20 4:00:00,1.9,8,1,0,1,8,1,0,1,8,1,3.2,8,ñkñkìå,8,1,0,8,1,82,8,1,5.7,8,1
2008/12/20 5:00:00,1.2,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkñkìå,8,1,0,8,1,83,8,1,5.5,8,1
2008/12/20 6:00:00,1.2,8,1,0,1,8,1,0,1,8,1,2.0,8,ìåñkìå,8,1,0,8,1,86,8,1,5.7,8,1
2008/12/20 7:00:00,1.6,8,1,0,1,8,1,0,1,8,1,1.6,8,ñk,8,1,0.00,8,1,83,8,1,5.7,8,1
2008/12/20 8:00:00,2.9,8,1,0,1,8,1,0.4,0,8,1,2.1,8,ñkñkìå,8,1,0.06,8,1,78,8,1,5.9,8,1
2008/12/20 9:00:00,5.0,8,1,0,1,8,1,0.2,0,8,1,0.9,8,ñkêº,8,1,0.39,8,1,71,8,1,6.2,8,1
2008/12/20 10:00:00,9.4,8,1,0,1,8,1,0.6,0,8,1,1.7,8,ñkìå,8,1,1.17,8,1,62,8,1,7.3,8,1
2008/12/20 11:00:00,12.9,8,1,0,1,8,1,0.8,0,8,1,1.2,8,ìÏ,8,1,1.44,8,1,46,8,1,6.8,8,1
2008/12/20 12:00:00,15.0,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ìÏêº,8,1,1.91,8,1,45,8,1,7.7,8,1
2008/12/20 13:00:00,17.0,8,1,0,1,8,1,0.8,0,8,1,4.1,8,ìÏ,8,1,1.79,8,1,50,8,1,9.7,8,1
2008/12/20 14:00:00,17.9,8,1,0,1,8,1,1.0,0,8,1,4.2,8,ìÏêº,8,1,1.75,8,1,44,8,1,9.0,8,1
2008/12/20 15:00:00,17.6,8,1,0,1,8,1,1.0,0,8,1,3.0,8,ìÏêº,8,1,1.39,8,1,47,8,1,9.5,8,1
2008/12/20 16:00:00,17.1,8,1,0,1,8,1,1.0,0,8,1,2.4,8,ìÏìÏêº,8,1,0.91,8,1,51,8,1,9.9,8,1
2008/12/20 17:00:00,15.9,8,1,0,1,8,1,0.5,0,8,1,1.3,8,ìÏìÏêº,8,1,0.23,8,1,56,8,1,10.1,8,1
2008/12/20 18:00:00,14.3,8,1,0,1,8,1,0.0,0,8,1,1.7,8,ìÏìÏìå,8,1,0.00,8,1,64,8,1,10.4,8,1
2008/12/20 19:00:00,13.8,8,1,0,1,8,1,0,1,8,1,1.1,8,ìÏ,8,1,0,8,1,68,8,1,10.7,8,1
2008/12/20 20:00:00,12.2,8,1,0,1,8,1,0,1,8,1,0.6,8,ìåñkìå,8,1,0,8,1,74,8,1,10.5,8,1
2008/12/20 21:00:00,10.9,8,1,0,1,8,1,0,1,8,1,0.6,8,ìÏêº,8,1,0,8,1,79,8,1,10.3,8,1
2008/12/20 22:00:00,10.3,8,1,0,1,8,1,0,1,8,1,2.0,8,ìÏìÏìå,8,1,0,8,1,80,8,1,10.0,8,1
2008/12/20 23:00:00,9.7,8,1,0,1,8,1,0,1,8,1,2.5,8,ñkñkìå,8,1,0,8,1,81,8,1,9.7,8,1
2008/12/21 00:00:00,9.4,8,1,0,1,8,1,0,1,8,1,0.6,8,ìÏêº,8,1,0,8,1,83,8,1,9.8,8,1
2008/12/21 1:00:00,11.3,8,1,0,1,8,1,0,1,8,1,3.4,8,ìÏ,8,1,0,8,1,71,8,1,9.5,8,1
2008/12/21 2:00:00,9.8,8,1,0,1,8,1,0,1,8,1,2.1,8,ìåìÏìå,8,1,0,8,1,78,8,1,9.5,8,1
2008/12/21 3:00:00,10.2,8,1,0,1,8,1,0,1,8,1,0.3,8,ñkñkêº,8,1,0,8,1,76,8,1,9.5,8,1
2008/12/21 4:00:00,10.0,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkñkìå,8,1,0,8,1,79,8,1,9.7,8,1
2008/12/21 5:00:00,10.8,8,1,0,1,8,1,0,1,8,1,1.4,8,ñk,8,1,0,8,1,74,8,1,9.6,8,1
2008/12/21 6:00:00,10.6,8,1,0.0,0,8,1,0,1,8,1,1.2,8,ìåìÏìå,8,1,0,8,1,76,8,1,9.7,8,1
2008/12/21 7:00:00,10.6,8,1,0.0,0,8,1,0,1,8,1,1.3,8,ñkñkêº,8,1,0.00,8,1,80,8,1,10.2,8,1
2008/12/21 8:00:00,10.2,8,1,1.5,0,8,1,0.0,0,8,1,2.2,8,ñk,8,1,0.00,8,1,90,8,1,11.2,8,1
2008/12/21 9:00:00,11.3,8,1,6.0,0,8,1,0.0,0,8,1,1.3,8,êºñkêº,8,1,0.01,8,1,95,8,1,12.7,8,1
2008/12/21 10:00:00,11.8,8,1,12.0,0,8,1,0.0,0,8,1,0.2,8,ê√â∏,8,1,0.02,8,1,96,8,1,13.3,8,1
2008/12/21 11:00:00,12.1,8,1,13.5,0,8,1,0.0,0,8,1,2.0,8,ìÏìÏìå,8,1,0.05,8,1,97,8,1,13.7,8,1
2008/12/21 12:00:00,12.8,8,1,4.0,0,8,1,0.0,0,8,1,1.1,8,ìÏ,8,1,0.21,8,1,97,8,1,14.3,8,1
2008/12/21 13:00:00,13.2,8,1,0.0,0,8,1,0.0,0,8,1,1.4,8,êº,8,1,0.20,8,1,96,8,1,14.6,8,1
2008/12/21 14:00:00,13.9,8,1,0.5,0,8,1,0.0,0,8,1,0.8,8,ñkêº,8,1,0.21,8,1,96,8,1,15.2,8,1
2008/12/21 15:00:00,14.2,8,1,10.5,0,8,1,0.0,0,8,1,1.5,8,ìÏìå,8,1,0.10,8,1,96,8,1,15.5,8,1
2008/12/21 16:00:00,14.7,8,1,0.5,0,8,1,0.0,0,8,1,2.2,8,ìÏìå,8,1,0.16,8,1,96,8,1,16.1,8,1
2008/12/21 17:00:00,14.8,8,1,0.0,0,8,1,0.0,0,8,1,2.5,8,ìÏêº,8,1,0.02,8,1,93,8,1,15.7,8,1
2008/12/21 18:00:00,14.9,8,1,1.0,0,8,1,0.0,0,8,1,2.3,8,êºñkêº,8,1,0.00,8,1,91,8,1,15.4,8,1
2008/12/21 19:00:00,12.9,8,1,1.0,0,8,1,0,1,8,1,4.1,8,ñkñkêº,8,1,0,8,1,88,8,1,13.1,8,1
2008/12/21 20:00:00,12.1,8,1,1.0,0,8,1,0,1,8,1,1.7,8,ñkñkìå,8,1,0,8,1,91,8,1,12.8,8,1
2008/12/21 21:00:00,10.7,8,1,0.0,0,8,1,0,1,8,1,3.9,8,ñkñkêº,8,1,0,8,1,87,8,1,11.2,8,1
2008/12/21 22:00:00,10.1,8,1,1.0,0,8,1,0,1,8,1,0.8,8,ñkêº,8,1,0,8,1,91,8,1,11.2,8,1
2008/12/21 23:00:00,9.6,8,1,0.5,0,8,1,0,1,8,1,2.7,8,ñk,8,1,0,8,1,87,8,1,10.4,8,1
2008/12/22 00:00:00,9.3,8,1,0.5,0,8,1,0,1,8,1,1.1,8,ñkêº,8,1,0,8,1,87,8,1,10.2,8,1
2008/12/22 1:00:00,9.1,8,1,0,1,8,1,0,1,8,1,1.4,8,ñk,8,1,0,8,1,84,8,1,9.7,8,1
2008/12/22 2:00:00,8.6,8,1,0,1,8,1,0,1,8,1,1.1,8,ìÏìå,8,1,0,8,1,89,8,1,9.9,8,1
2008/12/22 3:00:00,8.6,8,1,0,1,8,1,0,1,8,1,1.8,8,ñkñkêº,8,1,0,8,1,85,8,1,9.5,8,1
2008/12/22 4:00:00,8.4,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkñkêº,8,1,0,8,1,82,8,1,9.0,8,1
2008/12/22 5:00:00,8.1,8,1,0.0,0,8,1,0,1,8,1,1.1,8,ñkñkêº,8,1,0,8,1,89,8,1,9.6,8,1
2008/12/22 6:00:00,8.0,8,1,0.0,0,8,1,0,1,8,1,0.9,8,ñkñkêº,8,1,0,8,1,88,8,1,9.4,8,1
2008/12/22 7:00:00,8.1,8,1,0.0,0,8,1,0,1,8,1,3.3,8,ñkêº,8,1,0.00,8,1,80,8,1,8.6,8,1
2008/12/22 8:00:00,7.8,8,1,0.0,0,8,1,0.0,0,8,1,3.8,8,ñkñkêº,8,1,0.00,8,1,85,8,1,9.0,8,1
2008/12/22 9:00:00,7.1,8,1,0.0,0,8,1,0.0,0,8,1,4.9,8,ñkêº,8,1,0.02,8,1,77,8,1,7.8,8,1
2008/12/22 10:00:00,7.1,8,1,0.0,0,8,1,0.0,0,8,1,5.9,8,ñkêº,8,1,0.12,8,1,67,8,1,6.8,8,1
2008/12/22 11:00:00,7.0,8,1,0,1,8,1,0.0,0,8,1,4.3,8,ñkêº,8,1,0.23,8,1,61,8,1,6.1,8,1
2008/12/22 12:00:00,6.6,8,1,0,1,8,1,0.0,0,8,1,6.8,8,ñkêº,8,1,0.61,8,1,63,8,1,6.1,8,1
2008/12/22 13:00:00,6.0,8,1,0,1,8,1,0.0,0,8,1,7.3,8,ñkêº,8,1,0.86,8,1,61,8,1,5.7,8,1
2008/12/22 14:00:00,5.8,8,1,0,1,8,1,0.0,0,8,1,5.8,8,ñkêº,8,1,0.69,8,1,55,8,1,5.1,8,1
2008/12/22 15:00:00,5.9,8,1,0,1,8,1,0.7,0,8,1,7.2,8,ñkêº,8,1,1.20,8,1,60,8,1,5.6,8,1
2008/12/22 16:00:00,5.8,8,1,0,1,8,1,1.0,0,8,1,3.7,8,ñkêº,8,1,0.91,8,1,56,8,1,5.2,8,1
2008/12/22 17:00:00,5.1,8,1,0,1,8,1,0.4,0,8,1,3.3,8,ñkñkêº,8,1,0.31,8,1,59,8,1,5.2,8,1
2008/12/22 18:00:00,4.2,8,1,0,1,8,1,0.0,0,8,1,2.0,8,êºñkêº,8,1,0.00,8,1,63,8,1,5.2,8,1
2008/12/22 19:00:00,3.3,8,1,0,1,8,1,0,1,8,1,0.3,8,ñkìå,8,1,0,8,1,69,8,1,5.3,8,1
2008/12/22 20:00:00,3.5,8,1,0,1,8,1,0,1,8,1,0.9,8,êºìÏêº,8,1,0,8,1,74,8,1,5.8,8,1
2008/12/22 21:00:00,4.0,8,1,0,1,8,1,0,1,8,1,0.7,8,ìÏìå,8,1,0,8,1,73,8,1,5.9,8,1
2008/12/22 22:00:00,4.1,8,1,0,1,8,1,0,1,8,1,1.4,8,ìÏìÏìå,8,1,0,8,1,74,8,1,6.1,8,1
2008/12/22 23:00:00,4.0,8,1,0,1,8,1,0,1,8,1,0.4,8,ñkêº,8,1,0,8,1,72,8,1,5.9,8,1
2008/12/23 00:00:00,3.7,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkêº,8,1,0,8,1,77,8,1,6.1,8,1
2008/12/23 1:00:00,3.4,8,1,0,1,8,1,0,1,8,1,0.9,8,êºñkêº,8,1,0,8,1,80,8,1,6.2,8,1
2008/12/23 2:00:00,2.7,8,1,0,1,8,1,0,1,8,1,1.0,8,ñkêº,8,1,0,8,1,84,8,1,6.2,8,1
2008/12/23 3:00:00,2.5,8,1,0,1,8,1,0,1,8,1,1.3,8,ñk,8,1,0,8,1,86,8,1,6.3,8,1
2008/12/23 4:00:00,1.8,8,1,0,1,8,1,0,1,8,1,0.8,8,ñkñkêº,8,1,0,8,1,88,8,1,6.1,8,1
2008/12/23 5:00:00,1.6,8,1,0,1,8,1,0,1,8,1,0.8,8,ñk,8,1,0,8,1,87,8,1,6.0,8,1
2008/12/23 6:00:00,0.9,8,1,0,1,8,1,0,1,8,1,1.6,8,ñkñkìå,8,1,0,8,1,89,8,1,5.8,8,1
2008/12/23 7:00:00,1.0,8,1,0,1,8,1,0,1,8,1,0.6,8,ñk,8,1,0.00,8,1,91,8,1,6.0,8,1
2008/12/23 8:00:00,1.3,8,1,0,1,8,1,0.0,0,8,1,0.5,8,ìå,8,1,0.03,8,1,92,8,1,6.2,8,1
2008/12/23 9:00:00,2.2,8,1,0,1,8,1,0.0,0,8,1,0.8,8,ñkñkêº,8,1,0.10,8,1,87,8,1,6.2,8,1
2008/12/23 10:00:00,3.1,8,1,0.0,0,8,1,0.0,0,8,1,1.2,8,ñkìå,8,1,0.24,8,1,86,8,1,6.6,8,1
2008/12/23 11:00:00,4.1,8,1,0,1,8,1,0.0,0,8,1,0.6,8,ìåìÏìå,8,1,0.51,8,1,81,8,1,6.6,8,1
2008/12/23 12:00:00,6.4,8,1,0,1,8,1,0.0,0,8,1,0.8,8,ìÏ,8,1,1.08,8,1,60,8,1,5.8,8,1
2008/12/23 13:00:00,7.0,8,1,0,1,8,1,0.1,0,8,1,0.5,8,ìå,8,1,1.07,8,1,58,8,1,5.8,8,1
2008/12/23 14:00:00,7.6,8,1,0,1,8,1,0.1,0,8,1,1.0,8,ìÏêº,8,1,0.92,8,1,55,8,1,5.7,8,1
2008/12/23 15:00:00,7.9,8,1,0,1,8,1,0.2,0,8,1,0.7,8,êºìÏêº,8,1,0.89,8,1,52,8,1,5.5,8,1
2008/12/23 16:00:00,7.7,8,1,0,1,8,1,0.0,0,8,1,0.4,8,ñkìå,8,1,0.34,8,1,55,8,1,5.8,8,1
2008/12/23 17:00:00,7.4,8,1,0,1,8,1,0.0,0,8,1,1.0,8,ñk,8,1,0.15,8,1,55,8,1,5.7,8,1
2008/12/23 18:00:00,5.6,8,1,0,1,8,1,0.0,0,8,1,1.3,8,êº,8,1,0.00,8,1,73,8,1,6.6,8,1
2008/12/23 19:00:00,4.7,8,1,0,1,8,1,0,1,8,1,2.0,8,êºìÏêº,8,1,0,8,1,75,8,1,6.4,8,1
2008/12/23 20:00:00,4.4,8,1,0,1,8,1,0,1,8,1,0.5,8,ìÏìÏìå,8,1,0,8,1,78,8,1,6.5,8,1
2008/12/23 21:00:00,3.3,8,1,0,1,8,1,0,1,8,1,1.6,8,ñkñkêº,8,1,0,8,1,82,8,1,6.3,8,1
2008/12/23 22:00:00,2.7,8,1,0,1,8,1,0,1,8,1,0.3,8,ìåñkìå,8,1,0,8,1,86,8,1,6.4,8,1
2008/12/23 23:00:00,2.5,8,1,0,1,8,1,0,1,8,1,0.5,8,ìå,8,1,0,8,1,88,8,1,6.4,8,1
2008/12/24 00:00:00,1.8,8,1,0,1,8,1,0,1,8,1,0.3,8,ìÏìÏêº,8,1,0,8,1,90,8,1,6.3,8,1
2008/12/24 1:00:00,1.4,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkñkìå,8,1,0,8,1,92,8,1,6.2,8,1
2008/12/24 2:00:00,1.3,8,1,0,1,8,1,0,1,8,1,2.9,8,ñkñkìå,8,1,0,8,1,89,8,1,6.0,8,1
2008/12/24 3:00:00,0.7,8,1,0,1,8,1,0,1,8,1,2.5,8,ñkñkìå,8,1,0,8,1,91,8,1,5.9,8,1
2008/12/24 4:00:00,0.4,8,1,0,1,8,1,0,1,8,1,2.6,8,ñkñkìå,8,1,0,8,1,93,8,1,5.9,8,1
2008/12/24 5:00:00,0.3,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkñkìå,8,1,0,8,1,92,8,1,5.7,8,1
